DATE,CODE INSEE,REGION,PRODUCTION,POMPAGE,ECHANGE,CONSOMMATION
2015-11,93,Provence-Alpes-Côte d'Azur,1701150,1,-1842983,3544132
2015-12,32,Hauts-de-France,5290039,,651745,4638294
2015-12,44,Grand-Est,10730073,117913,6480104,4132056
2015-12,75,Nouvelle-Aquitaine,5059819,,886693,4173126
2015-12,84,Auvergne-Rhône-Alpes,10027194,453054,3304380,6269760
2016-01,75,Nouvelle-Aquitaine,5627810,,1117071,4510739
2016-02,94,Corse,148157,,-54838,202995
2016-02,93,Provence-Alpes-Côte d'Azur,1501650,1,-2364211,3865860
2016-03,84,Auvergne-Rhône-Alpes,10834273,297967,3895010,6641296
2016-03,32,Hauts-de-France,4953269,,49045,4904224
2016-04,32,Hauts-de-France,3473758,,-731840,4205598
2016-04,76,Occitanie,3463708,17377,541939,2904392
2016-05,76,Occitanie,2752984,211870,-71801,2612914
2016-06,44,Grand-Est,7615700,87450,4254813,3273437
2016-06,11,Ile-de-France,123752,,-4821893,4945645
2016-06,28,Normandie,5266461,,3344254,1922207
2016-06,76,Occitanie,2846388,184994,178488,2482905
2016-06,93,Provence-Alpes-Côte d'Azur,1659889,1,-1165063,2824952
2016-07,27,Bourgogne-Franche-Comté,135598,192,-1362313,1497719
2016-07,53,Bretagne,169258,5578,-1296652,1460333
2016-07,11,Ile-de-France,156844,,-4599792,4756636
2016-07,52,Pays de la Loire,153957,,-1693855,1847812
2016-08,32,Hauts-de-France,3252025,,-95796,3347822
2016-08,76,Occitanie,2755315,164234,-168291,2759372
2016-09,27,Bourgogne-Franche-Comté,144052,171,-1394131,1538012
2016-10,27,Bourgogne-Franche-Comté,176764,230,-1626633,1803167
2016-11,24,Centre-Val de Loire,6724549,,4939611,1784938
2016-12,84,Auvergne-Rhône-Alpes,9030575,309656,1590285,7130634
2016-12,53,Bretagne,328173,4823,-2063205,2386555
2016-12,94,Corse,142439,,-78396,220836
2016-12,44,Grand-Est,9737381,73855,4910884,4752642
2016-12,75,Nouvelle-Aquitaine,4537966,,-80984,4618949
2017-01,53,Bretagne,374078,4418,-2353915,2723574
2017-01,93,Provence-Alpes-Côte d'Azur,2665731,3224,-2058545,4721053
2017-02,27,Bourgogne-Franche-Comté,292388,205,-1696453,1988636
2017-02,44,Grand-Est,9601440,79531,5323249,4198661
2017-02,32,Hauts-de-France,4370284,,-248406,4618690
2017-02,11,Ile-de-France,477548,,-6191920,6669468
2017-02,75,Nouvelle-Aquitaine,3917730,,-65323,3983053
2017-02,76,Occitanie,3020683,211769,-624237,3433150
2017-03,76,Occitanie,3032085,222865,-464427,3273647
2017-04,53,Bretagne,192671,4338,-1495262,1683595
2017-05,28,Normandie,3923139,,1850724,2072415
2017-06,94,Corse,123753,,-40655,164408
2017-06,44,Grand-Est,8436687,74069,5044099,3318520
2017-06,76,Occitanie,2938942,156640,124015,2658288
2017-07,84,Auvergne-Rhône-Alpes,8735224,206460,3653445,4875320
2017-07,53,Bretagne,216443,5939,-1267490,1477994
2017-07,24,Centre-Val de Loire,4870283,,3578347,1291936
2017-07,94,Corse,143295,,-49125,192420
2017-08,94,Corse,151506,,-51997,203503
2017-08,11,Ile-de-France,124235,,-4218431,4342666
2017-09,27,Bourgogne-Franche-Comté,189635,3747,-1357383,1543271
2017-10,24,Centre-Val de Loire,4693649,,3295390,1398259
2017-11,53,Bretagne,333818,4672,-1775709,2104855
2017-11,75,Nouvelle-Aquitaine,5468278,,1294551,4173726
2017-12,84,Auvergne-Rhône-Alpes,9369882,375796,1767780,7226305
2017-12,27,Bourgogne-Franche-Comté,414291,2885,-1898240,2309645
2017-12,53,Bretagne,480152,5198,-1957909,2432864
2017-12,94,Corse,167125,,-87046,254171
2018-12,94,Corse,139915.818,0,-84212.632,224128.45
2018-12,32,Hauts-de-France,5993302.206,0,1078182.954,4915119.252
2018-01,27,Bourgogne-Franche-Comté,522010.934,553.959,-1640248.126,2161705.101
2018-01,28,Normandie,7198075.146,0,4294579.576,2903495.57
2018-01,75,Nouvelle-Aquitaine,6125138.582,0,1626175.241,4498963.341
2018-02,94,Corse,158449.299,0,-76170.052,234619.351
2018-03,24,Centre-Val de Loire,7579815.263,0,5653669.288,1926145.975
2018-03,11,Ile-de-France,501810.241,0,-6940563.622,7442373.863
2018-03,93,Provence-Alpes-Côte d'Azur,2158919.751,2090.355,-1885977.533,4042806.929
2018-04,84,Auvergne-Rhône-Alpes,9426630.062,410379.529,3873586.466,5142664.067
2018-04,75,Nouvelle-Aquitaine,4002847.352,0,733167.972,3269679.38
2018-04,76,Occitanie,3610079.173,180168.815,554585.876,2875324.482
2018-04,52,Pays de la Loire,389279.704,0,-1739846.508,2129126.212
2018-05,53,Bretagne,212125.861,4846.307,-1325171.388,1532450.942
2018-05,75,Nouvelle-Aquitaine,4050705.934,0,953787.719,3096918.215
2018-06,24,Centre-Val de Loire,5889738.946,0,4661310.283,1228428.663
2018-06,52,Pays de la Loire,241735.548,0,-1585856.5,1827592.048
2018-07,27,Bourgogne-Franche-Comté,148864.074,1885.699,-1384496.138,1531474.513
2018-07,53,Bretagne,195203.426,5441.915,-1300902.944,1490664.455
2018-07,24,Centre-Val de Loire,6352639.499,0,5047853.191,1304786.308
2018-07,44,Grand-Est,7335504.242,55632.443,3876613.039,3403258.76
2018-07,75,Nouvelle-Aquitaine,4527407.306,0,1300945.633,3226461.673
2018-08,84,Auvergne-Rhône-Alpes,8240367.797,269826.973,3401574.718,4568966.106
2018-08,94,Corse,148870.34,0,-57527.327,206397.667
2018-08,32,Hauts-de-France,3520400.954,0,162584.662,3357816.292
2018-08,11,Ile-de-France,141402.615,0,-4245825.197,4387227.812
2018-09,27,Bourgogne-Franche-Comté,233431.815,1895.523,-1252334.979,1483871.271
2018-09,75,Nouvelle-Aquitaine,4451821.396,0,1498714.143,2953107.253
2018-10,84,Auvergne-Rhône-Alpes,7871535.115,397037.856,2211322.524,5263174.735
2018-10,44,Grand-Est,9045590.177,79436.175,5152464.394,3813689.608
2018-11,24,Centre-Val de Loire,4886812.013,0,3132827.469,1753984.544
2018-11,94,Corse,131091.184,0,-47200.565,178291.749
2019-01,27,Bourgogne-Franche-Comté,379899,5626,-2036458,2410732
2019-01,28,Normandie,4824400,,1705065,3119335
2019-01,75,Nouvelle-Aquitaine,5644768,,532419,5112348
2019-01,93,Provence-Alpes-Côte d'Azur,2232017,4943,-2449129,4676203
2019-02,44,Grand-Est,9088621,41201,4898519,4148902
2019-02,53,Bretagne,431138,4719,-1700153,2126571
2019-02,93,Provence-Alpes-Côte d'Azur,1831192,4943,-1970953,3797203
2019-03,76,Occitanie,2712293,128142,-736647,3320798
2019-03,94,Corse,127293,,-68174,195467
2019-05,27,Bourgogne-Franche-Comté,274017,3574,-1394611,1665054
2019-05,44,Grand-Est,6902939,46946,3334879,3521114
2019-05,52,Pays de la Loire,413552,,-1551958,1965510
2019-05,84,Auvergne-Rhône-Alpes,9434912,337533,4051109,5046270
2019-06,11,Ile-de-France,117341,,-4627395,4744735
2019-06,27,Bourgogne-Franche-Comté,213582,350,-1259492,1472725
2019-06,75,Nouvelle-Aquitaine,4760338,,1813129,2947209
2019-07,32,Hauts-de-France,3752662,,142899,3609762
2019-07,52,Pays de la Loire,478490,,-1443311,1921801
2019-07,84,Auvergne-Rhône-Alpes,10263564,204872,5152199,4906493
2019-07,93,Provence-Alpes-Côte d'Azur,1554514,1697,-1769168,3321986
2019-08,11,Ile-de-France,139826,,-4053230,4193056
2019-08,44,Grand-Est,6783207,90661,3723107,2969439
2019-08,76,Occitanie,2568863,161849,-343101,2750114
2019-09,11,Ile-de-France,147043,,-4388084,4535127
2019-09,44,Grand-Est,7310602,81325,4039393,3189883
2019-09,94,Corse,111532,,-51038,162570
2019-11,24,Centre-Val de Loire,5470265,,3685487,1784778
2019-11,52,Pays de la Loire,883568,,-1732899,2616466
2019-12,11,Ile-de-France,424890,,-6772132,7197022
2019-12,27,Bourgogne-Franche-Comté,558216,1548,-1474040,2030708
2019-12,93,Provence-Alpes-Côte d'Azur,1957574,2256,-1974917,3930234
2019-12,94,Corse,153271,,-57756,211027
2014-01,27,Bourgogne-Franche-Comté,301105,242,-1857866,2158729
2014-01,44,Grand-Est,10126816,101085,5431323,4594408
2014-01,52,Pays de la Loire,563133,,-2312143,2875276
2014-01,53,Bretagne,345279,4794,-2050362,2390847
2014-02,28,Normandie,5807337,,3206458,2600879
2014-02,32,Hauts-de-France,4414721,,-278156,4692877
2014-02,75,Nouvelle-Aquitaine,4762480,,578006,4184474
2014-04,75,Nouvelle-Aquitaine,4667106,,1429668,3237438
2014-04,84,Auvergne-Rhône-Alpes,9143479,298104,3705419,5139956
2014-04,93,Provence-Alpes-Côte d'Azur,1442775,6208,-1627696,3064263
2014-05,11,Ile-de-France,179129,,-5100285,5279414
2014-05,28,Normandie,6679453,,4641719,2037734
2014-05,53,Bretagne,201188,4820,-1371367,1567735
2014-05,84,Auvergne-Rhône-Alpes,9448257,380923,4208842,4858492
2014-05,94,Corse,112574,,-25757,138331
2014-06,52,Pays de la Loire,309035,,-1500855,1809890
2014-06,75,Nouvelle-Aquitaine,4574381,,1644365,2930016
2014-07,53,Bretagne,163220,5122,-1343064,1501162
2014-07,76,Occitanie,2245968,196130,-535730,2585568
2014-07,93,Provence-Alpes-Côte d'Azur,1313515,8283,-1861813,3167045
2014-08,27,Bourgogne-Franche-Comté,142730,169,-1147904,1290465
2014-08,28,Normandie,6515171,,4721352,1793819
2014-08,32,Hauts-de-France,3188081,,-204926,3393007
2014-08,93,Provence-Alpes-Côte d'Azur,1088287,3218,-1959947,3045016
2014-09,94,Corse,111247,,-42276,153523
2014-10,24,Centre-Val de Loire,5793215,,4331232,1461983
2014-10,76,Occitanie,1692682,227022,-1083575,2549235
2014-10,93,Provence-Alpes-Côte d'Azur,1127160,54,-1869405,2996511
2014-11,24,Centre-Val de Loire,7382915,,5738003,1644912
2014-11,32,Hauts-de-France,4341185,,-173045,4514230
2014-12,11,Ile-de-France,600621,,-7246550,7847171
2014-12,44,Grand-Est,10865367,106148,6258493,4500726
2014-12,52,Pays de la Loire,725175,,-2109956,2835131
2015-01,24,Centre-Val de Loire,8787228,,6609497,2177731
2015-01,52,Pays de la Loire,957570,,-2093606,3051176
2015-02,11,Ile-de-France,687746,,-6891393,7579139
2015-02,24,Centre-Val de Loire,7988617,,5954224,2034393
2015-02,27,Bourgogne-Franche-Comté,290687,229,-1710008,2000466
2015-02,52,Pays de la Loire,986453,,-1870820,2857273
2015-02,75,Nouvelle-Aquitaine,4174574,,-399315,4573889
2015-03,52,Pays de la Loire,629161,,-2046566,2675727
2015-03,75,Nouvelle-Aquitaine,4432990,,219603,4213387
2015-06,11,Ile-de-France,104027,,-4785675,4889702
2015-06,27,Bourgogne-Franche-Comté,122241,2909,-1381863,1501195
2015-06,28,Normandie,4261812,,2365537,1896275
2015-06,52,Pays de la Loire,164336,,-1646173,1810509
2015-07,28,Normandie,5060963,,3165816,1895147
2015-07,53,Bretagne,183326,4811,-1330918,1509433
2015-08,53,Bretagne,180762,5094,-1283317,1458985
2015-08,75,Nouvelle-Aquitaine,3415291,,469409,2945882
2015-08,84,Auvergne-Rhône-Alpes,9715655,214791,4992034,4508830
2015-08,94,Corse,139326,,-51624,190950
2015-09,76,Occitanie,1662989,77068,-820520,2406441
2015-10,84,Auvergne-Rhône-Alpes,8797300,298359,2892618,5606323
2015-11,32,Hauts-de-France,4541847,,34997,4506850
2015-11,52,Pays de la Loire,592334,,-1665473,2257807
2015-11,53,Bretagne,339091,4793,-1510226,1844524
2015-11,94,Corse,109344,,-63976,173320
2016-01,84,Auvergne-Rhône-Alpes,11918330,466676,4538023,6913632
2016-01,24,Centre-Val de Loire,8835288,,6797681,2037607
2016-01,32,Hauts-de-France,5231774,,27783,5203991
2016-01,76,Occitanie,3268973,168290,-829090,3929772
2016-01,52,Pays de la Loire,880252,,-2001417,2881668
2016-02,27,Bourgogne-Franche-Comté,364083,713,-1709301,2072671
2016-03,11,Ile-de-France,442841,,-6814992,7257834
2016-03,52,Pays de la Loire,736649,,-2015442,2752091
2016-04,44,Grand-Est,8958897,77227,5071595,3810075
2016-05,53,Bretagne,185746,4811,-1381184,1562119
2016-05,28,Normandie,4533045,,2508957,2024089
2016-06,94,Corse,108271,,-43001,151272
2016-06,32,Hauts-de-France,3479055,,-218890,3697945
2016-06,52,Pays de la Loire,146757,,-1655929,1802686
2016-07,94,Corse,136580,,-48887,185466
2016-08,27,Bourgogne-Franche-Comté,116698,92,-1309331,1425937
2016-09,94,Corse,107448,,-52096,159544
2016-10,53,Bretagne,194421,4285,-1575189,1765325
2016-10,24,Centre-Val de Loire,6227340,,4726673,1500666
2016-10,28,Normandie,4055926,,1758301,2297625
2016-10,75,Nouvelle-Aquitaine,4209291,,800268,3409023
2016-10,52,Pays de la Loire,633547,,-1563974,2197521
2016-11,53,Bretagne,337427,4219,-1763936,2097143
2016-11,32,Hauts-de-France,3833343,,-930477,4763820
2016-11,52,Pays de la Loire,883605,,-1648602,2532207
2016-12,32,Hauts-de-France,4190465,,-956430,5146895
2016-12,76,Occitanie,3177330,137683,-939688,3979334
2016-12,52,Pays de la Loire,905293,,-2061948,2967240
2017-01,75,Nouvelle-Aquitaine,4736677,,-641581,5378258
2017-01,52,Pays de la Loire,1287796,,-2063452,3351248
2017-02,53,Bretagne,398081,4382,-1752745,2146444
2017-02,94,Corse,150081,,-50030,200111
2017-02,28,Normandie,5423957,,2797228,2626729
2017-03,94,Corse,134449,,-53906,188356
2017-03,52,Pays de la Loire,617378,,-1909446,2526824
2017-04,84,Auvergne-Rhône-Alpes,9236285,299271,3756840,5180174
2017-04,27,Bourgogne-Franche-Comté,176061,4962,-1510606,1681706
2017-04,44,Grand-Est,6914461,57965,3249208,3607288
2017-05,84,Auvergne-Rhône-Alpes,8595593,361315,3227582,5006696
2017-05,24,Centre-Val de Loire,6628803,,5305287,1323516
2017-05,76,Occitanie,3348029,214238,477417,2656374
2017-05,52,Pays de la Loire,580014,,-1394829,1974843
2017-05,93,Provence-Alpes-Côte d'Azur,1473974,6627,-1539883,3007231
2017-06,93,Provence-Alpes-Côte d'Azur,1506564,8897,-1530662,3028330
2017-07,44,Grand-Est,9412446,71343,6008445,3332658
2017-07,32,Hauts-de-France,3100397,,-495099,3595497
2017-08,53,Bretagne,193783,5358,-1268377,1456802
2017-08,24,Centre-Val de Loire,5405193,,4198968,1206225
2017-09,84,Auvergne-Rhône-Alpes,9830511,297915,4755581,4777015
2017-10,84,Auvergne-Rhône-Alpes,7221264,399593,1663135,5158536
2017-10,27,Bourgogne-Franche-Comté,208947,1032,-1535420,1743336
2017-10,11,Ile-de-France,170278,,-5281956,5452234
2017-10,52,Pays de la Loire,991479,,-1056119,2047598
2017-11,84,Auvergne-Rhône-Alpes,6629064,344186,-46456,6331335
2017-11,27,Bourgogne-Franche-Comté,306320,261,-1780993,2087051
2017-12,28,Normandie,7090974,,4124046,2966928
2017-12,52,Pays de la Loire,970717,,-1954934,2925651
2018-12,27,Bourgogne-Franche-Comté,419746.7,4223.623,-1674079.014,2089602.091
2018-12,24,Centre-Val de Loire,7255371.368,0,5276074.559,1979296.809
2018-12,44,Grand-Est,11218239.81,44150.413,6814404.248,4359685.149
2018-12,75,Nouvelle-Aquitaine,5538300.901,0,1243196.766,4295104.135
2018-01,84,Auvergne-Rhône-Alpes,11944089.95,451971.853,4732249.954,6759868.146
2018-01,53,Bretagne,538633.981,5277.219,-1839500.086,2372856.848
2018-01,11,Ile-de-France,409359.803,0,-6652745.906,7062105.709
2018-01,52,Pays de la Loire,650373.748,0,-2163110.795,2813484.543
2018-02,53,Bretagne,444912.47,3194.759,-1981173.653,2422891.364
2018-02,24,Centre-Val de Loire,7206074.504,0,5109027.778,2097046.726
2018-02,11,Ile-de-France,462346.05,0,-7231869.983,7694216.033
2018-02,76,Occitanie,3892446.027,164220.314,-432497.495,4160723.208
2018-02,52,Pays de la Loire,1005661.543,0,-1957086.538,2962748.081
2018-03,28,Normandie,5655632.048,0,2761470.954,2894161.094
2018-03,75,Nouvelle-Aquitaine,5132570.815,0,742687.704,4389883.111
2018-04,32,Hauts-de-France,3504764.87,0,-342263.173,3847028.043
2018-04,11,Ile-de-France,122555.744,0,-5175367.391,5297923.135
2018-04,28,Normandie,5443010.184,0,3252865.969,2190144.215
2018-05,24,Centre-Val de Loire,6976238.988,0,5704132.071,1272106.917
2018-05,52,Pays de la Loire,257217.207,0,-1657876.191,1915093.398
2018-06,53,Bretagne,188857.215,4833.48,-1260926.888,1444950.623
2018-06,32,Hauts-de-France,3062081.066,0,-471348.665,3533429.731
2018-07,94,Corse,137366.779,0,-58906.562,196273.341
2018-08,44,Grand-Est,5166614.367,48138.519,2018925.64,3099550.208
2018-08,52,Pays de la Loire,536264.343,0,-1246544.227,1782808.57
2018-09,84,Auvergne-Rhône-Alpes,7985611.955,377581.639,2943762.143,4664268.173
2018-10,53,Bretagne,245526.68,4750.463,-1505127.302,1745903.519
2018-10,94,Corse,104329.663,0,-46333.361,150663.024
2018-10,11,Ile-de-France,136978.89,0,-5398032.774,5535011.664
2018-10,28,Normandie,5399534.896,0,3148061.843,2251473.053
2018-10,75,Nouvelle-Aquitaine,4040529.523,0,724732.555,3315796.968
2018-10,52,Pays de la Loire,753776.845,0,-1353127.945,2106904.79
2018-11,84,Auvergne-Rhône-Alpes,8138901.131,418370.89,1772215.226,5948315.015
2018-11,53,Bretagne,408888.574,4692.672,-1734871.218,2139067.12
2018-11,76,Occitanie,3286830.814,195044.276,-307569.412,3399355.95
2018-11,93,Provence-Alpes-Côte d'Azur,2017469.223,34.296,-1407072.656,3424507.583
2019-01,44,Grand-Est,11263215,48053,6298178,4916985
2019-01,52,Pays de la Loire,737600,,-2381196,3118797
2019-02,94,Corse,142421,,-77691,220112
2019-03,44,Grand-Est,9373594,53330,5203442,4116821
2019-03,52,Pays de la Loire,560426,,-1970528,2530954
2019-04,11,Ile-de-France,111418,,-5376309,5487727
2019-04,28,Normandie,5579471,,3312141,2267329
2019-04,44,Grand-Est,7868014,42559,4182825,3642631
2019-04,52,Pays de la Loire,383012,,-1810551,2193563
2019-04,75,Nouvelle-Aquitaine,4601100,,1168053,3433047
2019-04,93,Provence-Alpes-Côte d'Azur,1306617,3385,-1945433,3248666
2019-05,93,Provence-Alpes-Côte d'Azur,1587776,489,-1382137,2969424
2019-06,24,Centre-Val de Loire,5740305,,4502691,1237615
2019-06,28,Normandie,5484122,,3607967,1876155
2019-06,44,Grand-Est,6289347,44911,3044536,3199900
2019-06,53,Bretagne,205573,6621,-1281818,1480769
2019-06,94,Corse,109674,,-57187,166861
2019-08,28,Normandie,3973039,,2205467,1767573
2019-08,32,Hauts-de-France,3592869,,306221,3286647
2019-08,53,Bretagne,228347,6143,-1244715,1466918
2019-08,75,Nouvelle-Aquitaine,3558938,,535536,3023402
2019-08,93,Provence-Alpes-Côte d'Azur,1235764,6798,-1963068,3192034
2019-09,27,Bourgogne-Franche-Comté,265286,5219,-1214408,1474475
2019-09,75,Nouvelle-Aquitaine,4321247,,1385953,2935294
2019-09,93,Provence-Alpes-Côte d'Azur,1184471,7231,-1677786,2855025
2019-10,32,Hauts-de-France,3927012,,-195808,4122820
2019-10,53,Bretagne,290594,4944,-1498976,1784626
2019-11,44,Grand-Est,10949892,84858,6610207,4254828
2019-11,53,Bretagne,467410,4990,-1748995,2211415
2019-12,84,Auvergne-Rhône-Alpes,11260580,423972,4526239,6310369
2014-01,32,Hauts-de-France,5111013,,-128421,5239434
2014-01,84,Auvergne-Rhône-Alpes,13001620,449639,5858328,6693653
2014-02,11,Ile-de-France,307449,,-6442396,6749845
2014-02,44,Grand-Est,9473671,103863,5196101,4173707
2014-03,24,Centre-Val de Loire,7392888,,5656373,1736515
2014-03,32,Hauts-de-France,3908033,,-700720,4608753
2014-03,44,Grand-Est,8666555,98094,4493408,4075053
2014-03,52,Pays de la Loire,661531,,-1833995,2495526
2014-03,93,Provence-Alpes-Côte d'Azur,1471254,4214,-2227912,3694952
2014-04,24,Centre-Val de Loire,6551899,,5065217,1486682
2014-04,27,Bourgogne-Franche-Comté,102673,235,-1518715,1621153
2014-04,53,Bretagne,182942,2198,-1565477,1746221
2014-04,76,Occitanie,3220313,94660,461464,2664189
2014-05,44,Grand-Est,7280624,93254,3739623,3447747
2014-05,75,Nouvelle-Aquitaine,4223001,,1122663,3100338
2014-06,27,Bourgogne-Franche-Comté,92718,156,-1353926,1446488
2014-06,53,Bretagne,168869,4892,-1264127,1428104
2014-06,76,Occitanie,2192757,242337,-534074,2484494
2014-07,94,Corse,121603,,-52027,173630
2014-08,44,Grand-Est,8625440,110119,5562369,2952952
2014-08,52,Pays de la Loire,198222,,-1495462,1693684
2014-08,75,Nouvelle-Aquitaine,2682983,,-210058,2893041
2014-08,84,Auvergne-Rhône-Alpes,9052736,305235,4447849,4299652
2014-09,11,Ile-de-France,214707,,-4659468,4874175
2014-09,44,Grand-Est,8938007,95455,5497035,3345517
2014-09,93,Provence-Alpes-Côte d'Azur,950768,82,-1972160,2922846
2014-10,52,Pays de la Loire,426313,,-1561648,1987961
2014-10,53,Bretagne,204645,4343,-1443011,1643313
2014-10,94,Corse,96131,,-52815,148946
2014-11,75,Nouvelle-Aquitaine,4133513,,540761,3592752
2014-11,93,Provence-Alpes-Côte d'Azur,1523627,5937,-1912760,3430450
2014-11,94,Corse,108260,,-54577,162837
2014-12,27,Bourgogne-Franche-Comté,216466,247,-1827632,2043851
2014-12,94,Corse,137674,,-34476,172150
2015-01,27,Bourgogne-Franche-Comté,312367,211,-1825779,2137935
2015-02,44,Grand-Est,9031246,97311,4528067,4405868
2015-02,53,Bretagne,322941,4164,-2024127,2342904
2015-02,76,Occitanie,3460864,113760,-600652,3947756
2015-02,93,Provence-Alpes-Côte d'Azur,1906848,2295,-2317634,4222187
2015-03,32,Hauts-de-France,4694887,,-234839,4929726
2015-03,53,Bretagne,340395,4777,-1888521,2224139
2015-04,11,Ile-de-France,149334,,-5391507,5540841
2015-05,24,Centre-Val de Loire,5743699,,4434958,1308741
2015-05,27,Bourgogne-Franche-Comté,196296,212,-1295066,1491150
2015-05,28,Normandie,5169790,,3118828,2050962
2015-05,76,Occitanie,3283606,220656,609499,2453451
2015-06,24,Centre-Val de Loire,6515723,,5166626,1349097
2015-06,53,Bretagne,196631,5178,-1280318,1471771
2015-06,93,Provence-Alpes-Côte d'Azur,1236140,1,-1636724,2872863
2015-07,24,Centre-Val de Loire,5727958,,4363455,1364503
2015-07,32,Hauts-de-France,3879013,,233640,3645373
2015-07,76,Occitanie,2727366,176356,-311046,2862056
2015-07,84,Auvergne-Rhône-Alpes,9703590,229407,4350154,5124029
2015-08,24,Centre-Val de Loire,5885809,,4673344,1212465
2015-08,32,Hauts-de-France,2967670,,-351060,3318730
2015-08,93,Provence-Alpes-Côte d'Azur,877747,1,-2297454,3175200
2015-09,24,Centre-Val de Loire,6810137,,5517232,1292905
2015-09,32,Hauts-de-France,3371292,,-441946,3813238
2015-10,27,Bourgogne-Franche-Comté,132183,3307,-1666743,1795619
2015-10,44,Grand-Est,9288136,107579,5268147,3912410
2015-10,52,Pays de la Loire,701988,,-1474011,2175999
2015-10,76,Occitanie,2719614,43328,-124743,2801029
2015-10,93,Provence-Alpes-Côte d'Azur,1823442,1,-1404674,3228115
2015-11,44,Grand-Est,10320614,93594,6194831,4032189
2015-12,76,Occitanie,2744932,179758,-1001268,3566442
2016-01,53,Bretagne,421357,4811,-1972092,2388638
2016-01,94,Corse,154555,,-76839,231394
2016-02,53,Bretagne,393845,3459,-1843316,2233702
2016-02,75,Nouvelle-Aquitaine,4833321,,592607,4240715
2016-03,94,Corse,152920,,-58478,211399
2016-03,44,Grand-Est,9692610,90004,5124362,4478244
2016-03,75,Nouvelle-Aquitaine,4790423,,485555,4304868
2016-03,93,Provence-Alpes-Côte d'Azur,1745504,1,-2143803,3889305
2016-04,27,Bourgogne-Franche-Comté,209056,260,-1525741,1734536
2016-04,53,Bretagne,211051,3914,-1711160,1918297
2016-04,24,Centre-Val de Loire,6143537,,4605783,1537754
2016-04,94,Corse,115457,,-42374,157831
2016-05,11,Ile-de-France,140291,,-5131953,5272244
2016-07,24,Centre-Val de Loire,4592417,,3352090,1240327
2016-07,93,Provence-Alpes-Côte d'Azur,1476248,1,-1700262,3176509
2016-08,24,Centre-Val de Loire,5118798,,3931276,1187521
2016-08,11,Ile-de-France,123845,,-4326094,4449939
2016-08,28,Normandie,4737035,,2874949,1862086
2016-08,75,Nouvelle-Aquitaine,3834494,,712805,3121689
2016-08,52,Pays de la Loire,155346,,-1637022,1792368
2016-09,53,Bretagne,166420,3662,-1302224,1464981
2016-09,44,Grand-Est,8805632,99847,5356955,3348830
2016-09,32,Hauts-de-France,3389334,,-256409,3645743
2016-09,11,Ile-de-France,164446,,-4656530,4820976
2016-10,84,Auvergne-Rhône-Alpes,7712785,377177,1860293,5475315
2016-10,44,Grand-Est,8366589,119118,4350757,3896713
2016-11,94,Corse,117602,,-61596,179198
2016-12,11,Ile-de-France,621828,,-7283968,7905796
2016-12,93,Provence-Alpes-Côte d'Azur,2515081,97,-1607773,4122758
2017-01,84,Auvergne-Rhône-Alpes,11027904,297337,2716438,8014129
2017-01,27,Bourgogne-Franche-Comté,306035,2437,-2303355,2606953
2017-01,94,Corse,176978,,-89236,266214
2017-01,44,Grand-Est,11174570,82848,5784233,5307489
2017-02,52,Pays de la Loire,1026304,,-1550336,2576640
2017-02,93,Provence-Alpes-Côte d'Azur,1660274,4702,-1904255,3559827
2017-03,11,Ile-de-France,425161,,-6022625,6447786
2017-04,94,Corse,114231,,-47926,162157
2017-04,11,Ile-de-France,125475,,-5346542,5472018
2017-04,28,Normandie,4701673,,2474396,2227277
2017-04,93,Provence-Alpes-Côte d'Azur,1370744,5501,-1645855,3011099
2017-05,53,Bretagne,221241,5620,-1341330,1556950
2017-06,24,Centre-Val de Loire,5199233,,3916232,1283001
2017-06,11,Ile-de-France,146516,,-4678444,4824960
2017-06,75,Nouvelle-Aquitaine,3287573,,287889,2999684
2017-07,27,Bourgogne-Franche-Comté,163631,4403,-1377343,1536571
2017-07,11,Ile-de-France,153877,,-4539672,4693549
2017-07,28,Normandie,4412880,,2482700,1930179
2017-07,75,Nouvelle-Aquitaine,3618599,,492066,3126533
2017-07,52,Pays de la Loire,599444,,-1278709,1878153
2017-08,84,Auvergne-Rhône-Alpes,9093434,246383,4331463,4515589
2017-08,27,Bourgogne-Franche-Comté,137551,5041,-1241280,1373790
2017-08,44,Grand-Est,7202897,81546,4099049,3022302
2017-08,32,Hauts-de-France,3773015,,397341,3375674
2017-08,75,Nouvelle-Aquitaine,3496230,,428981,3067249
2017-09,53,Bretagne,215390,5057,-1319471,1529805
2017-09,28,Normandie,4199788,,2228150,1971638
2017-10,94,Corse,102452,,-46276,148728
2017-10,44,Grand-Est,8083926,72288,4200536,3811103
2017-10,75,Nouvelle-Aquitaine,5224079,,1988174,3235905
2017-10,76,Occitanie,2759167,191981,-134646,2701831
2017-11,24,Centre-Val de Loire,5756827,,3960636,1796192
2017-11,94,Corse,124609,,-68485,193094
2017-11,11,Ile-de-France,573717,,-6166520,6740236
2017-11,76,Occitanie,3054756,168162,-728518,3615112
2017-11,52,Pays de la Loire,1134123,,-1425168,2559292
2017-12,32,Hauts-de-France,5515368,,184228,5331140
2018-01,94,Corse,150172.053,0,-69622.985,219795.038
2018-01,32,Hauts-de-France,5716309.375,0,237715.785,5478593.59
2018-01,76,Occitanie,3893002.344,227163.746,-303573.547,3969412.145
2018-02,84,Auvergne-Rhône-Alpes,10539523.93,251613.659,3383500.259,6904410.007
