insee,com,annee,autres_btinf36_nb,autres_btinf36_puis,autres_btinf36_prod,autres_btsup36_nb,autres_btsup36_puis,autres_btsup36_prod,autres_hta_nb,autres_hta_puis,autres_hta_prod,bionrj_btinf36_nb,bionrj_btinf36_puis,bionrj_btinf36_prod,bionrj_btsup36_nb,bionrj_btsup36_puis,bionrj_btsup36_prod,bionrj_hta_nb,bionrj_hta_puis,bionrj_hta_prod,coge_btinf36_nb,coge_btinf36_puis,coge_btinf36_prod,coge_btsup36_nb,coge_btsup36_puis,coge_btsup36_prod,coge_hta_nb,coge_hta_puis,coge_hta_prod,eol_btinf36_nb,eol_btinf36_puis,eol_btinf36_prod,eol_btsup36_nb,eol_btsup36_puis,eol_btsup36_prod,eol_hta_nb,eol_hta_puis,eol_hta_prod,hyd_btinf36_nb,hyd_btinf36_puis,hyd_btinf36_prod,hyd_btsup36_nb,hyd_btsup36_puis,hyd_btsup36_prod,hyd_hta_nb,hyd_hta_puis,hyd_hta_prod,pv_btinf36_nb,pv_btinf36_puis,pv_btinf36_prod,pv_btsup36_nb,pv_btsup36_puis,pv_btsup36_prod,pv_hta_nb,pv_hta_puis,pv_hta_prod,secret
92076,Vaucresson,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,Photovoltaïque BTINF36
92077,Ville-d'Avray,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
92078,Villeneuve-la-Garenne,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,2414,7953029,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,Photovoltaïque BTINF36
93005,Aulnay-sous-Bois,2011,,,,,,,,,,,,,,,,,,,,,,,,,4,22039,66117596,,,,,,,,,,,,,,,,,,,49,104,74709,,,,,,,
93006,Bagnolet,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,,,,,,,Photovoltaïque BTINF36
93007,Le Blanc-Mesnil,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,7800,27323592,,,,,,,,,,,,,,,,,,,16,59,39801,,,,,,,
93008,Bobigny,2011,,,,,,,,,,,,,,,,,,,,,,,,,2,12000,41301912,,,,,,,,,,,,,,,,,,,6,0,0,,,,,,,Photovoltaïque BTINF36
93010,Bondy,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,9646,12408413,,,,,,,,,,,,,,,,,,,8,0,0,,,,,,,Photovoltaïque BTINF36
93013,Le Bourget,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,Photovoltaïque BTINF36
93014,Clichy-sous-Bois,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,2374,8358636,,,,,,,,,,,,,,,,,,,12,28,22445,,,,,,,
93015,Coubron,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
93027,La Courneuve,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,4160,8927727,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,Photovoltaïque BTINF36
93029,Drancy,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,106,74593,,,,,,,
93030,Dugny,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,Photovoltaïque BTINF36
93031,Épinay-sur-Seine,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,,,,Photovoltaïque BTINF36
93032,Gagny,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,80,70967,,,,,,,
93033,Gournay-sur-Marne,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
93039,L'Île-Saint-Denis,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
93045,Les Lilas,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
93046,Livry-Gargan,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,51,40765,,,,,,,
93047,Montfermeil,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,88,58942,,,,,,,
93048,Montreuil,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,143,106296,,,,,,,
93049,Neuilly-Plaisance,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,54,45683,,,,,,,
93050,Neuilly-sur-Marne,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,29,27033,,,,,,,
93051,Noisy-le-Grand,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,81,75748,,,,,,,
93053,Noisy-le-Sec,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,26,20640,,,,,,,
93055,Pantin,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,1,120,123829,,,,Photovoltaïque BTINF36
93057,Les Pavillons-sous-Bois,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,,,,,,Photovoltaïque BTINF36
93059,Pierrefitte-sur-Seine,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,,,,,,,Photovoltaïque BTINF36
93062,Le Raincy,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,Photovoltaïque BTINF36
93063,Romainville,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,113,36608,,,,,,,
93064,Rosny-sous-Bois,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,89,68475,,,,,,,
93066,Saint-Denis,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,,,,Photovoltaïque BTINF36
93070,Saint-Ouen,2011,,,,,,,,,,,,,,,,2,9200,14557539,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
93071,Sevran,2011,,,,,,,,,,,,,,,,,,,,,,,,,2,19100,63377007,,,,,,,,,,,,,,,,,,,15,41,27900,,,,,,,
93072,Stains,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,,,,Photovoltaïque BTINF36
93073,Tremblay-en-France,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,91,72742,,,,,,,
93074,Vaujours,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,,,,,,,Photovoltaïque BTINF36
93077,Villemomble,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,,,,Photovoltaïque BTINF36
93078,Villepinte,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,8887,24759089,,,,,,,,,,,,,,,,,,,14,35,26358,,,,,,,
93079,Villetaneuse,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,1,75,64036,,,,Photovoltaïque BTINF36
94001,Ablon-sur-Seine,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,28,26379,,,,,,,
94002,Alfortville,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,29,26394,1,60,59448,,,,
94003,Arcueil,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,,,,Photovoltaïque BTINF36
94004,Boissy-Saint-Léger,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,31,25265,,,,,,,
94011,Bonneuil-sur-Marne,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,,,,,,,Photovoltaïque BTINF36
94015,Bry-sur-Marne,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,,,,Photovoltaïque BTINF36
94016,Cachan,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,34,26728,,,,,,,
94017,Champigny-sur-Marne,2011,,,,,,,,,,,,,,,,,,,,,,,,,2,4050,12566582,,,,,,,,,,,,,,,,,,,51,117,102275,,,,,,,
94018,Charenton-le-Pont,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
94019,Chennevières-sur-Marne,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,6000,19921856,,,,,,,,,,,,,,,,,,,11,30,25893,,,,,,,
94021,Chevilly-Larue,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,5470,18324278,,,,,,,,,,,,,,,,,,,10,32,33899,,,,,,,
94022,Choisy-le-Roi,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,118,50974,,,,,,,
94028,Créteil,2011,,,,,,,,,,,,,,,,,,,,,,,,,3,10499,33236716,,,,,,,,,,,,,,,,,,,14,54,44652,1,97,82330,,,,
94033,Fontenay-sous-Bois,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,11000,37148023,,,,,,,,,,,,,,,,,,,17,38,30547,,,,,,,
94034,Fresnes,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,7820,13517599,,,,,,,,,,,,,,,,,,,5,0,0,,,,,,,Photovoltaïque BTINF36
94037,Gentilly,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,Photovoltaïque BTINF36
94038,L'Haý-les-Roses,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,5470,18496559,,,,,,,,,,,,,,,,,,,10,22,17013,,,,,,,
94041,Ivry-sur-Seine,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,,,,Photovoltaïque BTINF36
94042,Joinville-le-Pont,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,,,,Photovoltaïque BTINF36
94043,Le Kremlin-Bicêtre,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,Photovoltaïque BTINF36
94044,Limeil-Brévannes,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,70,59038,1,66,37695,,,,
94046,Maisons-Alfort,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,5625,17882565,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
94047,Mandres-les-Roses,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
94048,Marolles-en-Brie,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,,,,Photovoltaïque BTINF36
94052,Nogent-sur-Marne,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,Photovoltaïque BTINF36
94053,Noiseau,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
94054,Orly,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,25,23197,1,242,224668,,,,
94055,Ormesson-sur-Marne,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,62,54759,,,,,,,
94056,Périgny,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,Photovoltaïque BTINF36
94058,Le Perreux-sur-Marne,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,26,24509,,,,,,,
94059,Le Plessis-Trévise,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,42,37750,,,,,,,
94060,La Queue-en-Brie,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,52,39104,,,,,,,
94065,Rungis,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,1,229,7999,,,,Photovoltaïque BTINF36
94067,Saint-Mandé,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
94068,Saint-Maur-des-Fossés,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,85,60592,,,,,,,
94069,Saint-Maurice,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,Photovoltaïque BTINF36
94070,Santeny,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,24971,,,,,,,
94071,Sucy-en-Brie,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,87,72472,,,,,,,
94073,Thiais,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,25,23550,,,,,,,
94074,Valenton,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
94075,Villecresnes,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,46,53155,,,,,,,
94076,Villejuif,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,43,33629,,,,,,,
94077,Villeneuve-le-Roi,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,92,40415,,,,,,,
94078,Villeneuve-Saint-Georges,2011,,,,,,,,,,,,,,,,,,,,,,,,,2,5350,16634609,,,,,,,,,,,,,,,,,,,13,29,18858,,,,,,,
94079,Villiers-sur-Marne,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,2414,8424153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94080,Vincennes,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,Photovoltaïque BTINF36
94081,Vitry-sur-Seine,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,52,47213,,,,,,,
95014,Andilly,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,,,,Photovoltaïque BTINF36
95018,Argenteuil,2011,,,,,,,,,,,,,,,,1,13000,57523735,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,108,87678,,,,,,,
95019,Arnouville,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,42,32866,,,,,,,
95026,Asnières-sur-Oise,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
95028,Attainville,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
95042,Baillet-en-France,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,Photovoltaïque BTINF36
95051,Beauchamp,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,22,19234,,,,,,,
95052,Beaumont-sur-Oise,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,,,,,,,Photovoltaïque BTINF36
95056,Belloy-en-France,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
95058,Bernes-sur-Oise,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,,,,Photovoltaïque BTINF36
95060,Bessancourt,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,35,27750,,,,,,,
95063,Bezons,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,46,39435,,,,,,,
95091,Bouffémont,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,,,,,,Photovoltaïque BTINF36
95094,Bouqueval,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
95101,Bray-et-Lû,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
95116,Bruyères-sur-Oise,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
95127,Cergy,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,82,68062,,,,,,,
95134,Champagne-sur-Oise,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,Photovoltaïque BTINF36
95149,Chaumontel,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,,,,Photovoltaïque BTINF36
95176,Cormeilles-en-Parisis,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,82,65251,1,80,52812,,,,
95183,Courdimanche,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,23,21354,,,,,,,
95197,Deuil-la-Barre,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,28,31124,,,,,,,
95199,Domont,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
95203,Eaubonne,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,67,35683,,,,,,,
95205,Écouen,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
95210,Enghien-les-Bains,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
95211,Ennery,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
95218,Éragny,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,39,22229,,,,,,,
95219,Ermont,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,25,18017,,,,,,,
95229,Ézanville,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,1115,1756639,,,,,,,,,,,,,,,,,,,10,21,21302,,,,,,,
95241,Fontenay-en-Parisis,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
95250,Fosses,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,66,50386,,,,,,,
95252,Franconville,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,3713,7032590,,,,,,,,,,,,,,,,,,,15,34,22302,,,,,,,
95256,Frépillon,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,,,,Photovoltaïque BTINF36
95257,La Frette-sur-Seine,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,,,,Photovoltaïque BTINF36
95268,Garges-lès-Gonesse,2011,,,,,,,,,,,,,,,,,,,,,,,,,1,3900,13046185,,,,,,,,,,,,,,,,,,,8,0,0,,,,,,,Photovoltaïque BTINF36
95270,Genainville,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
95277,Gonesse,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,35,31603,,,,,,,
95280,Goussainville,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,105,66351,,,,,,,
95288,Groslay,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
95306,Herblay,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,84,62718,,,,,,,
95313,L'Isle-Adam,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,Photovoltaïque BTINF36
95323,Jouy-le-Moutier,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,140,132657,,,,,,,
95351,Louvres,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
95352,Luzarches,2011,,,,,,,,,,,,,,,,1,820,4031815,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
95353,Maffliers,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,,,,Photovoltaïque BTINF36
95355,Magny-en-Vexin,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
95365,Mareil-en-France,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
95369,Margency,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,Photovoltaïque BTINF36
95370,Marines,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
95371,Marly-la-Ville,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,24,24296,,,,,,,
95388,Menucourt,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,33,26508,,,,,,,
95392,Mériel,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
95394,Méry-sur-Oise,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,58,45159,,,,,,,
95409,Moisselles,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
95424,Montigny-lès-Cormeilles,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,28,24647,,,,,,,
95426,Montlignon,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
95427,Montmagny,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,22,18232,,,,,,,
95428,Montmorency,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
95430,Montsoult,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,,,,Photovoltaïque BTINF36
95436,Mours,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,Photovoltaïque BTINF36
95445,Nerville-la-Forêt,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
95450,Neuville-sur-Oise,2011,,,,,,,,,,,,,,,,1,716,3263758,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
95459,Nucourt,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
95476,Osny,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,48,40639,1,118,101066,,,,
95480,Parmain,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,Photovoltaïque BTINF36
95483,Le Perchay,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
95487,Persan,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,69,52399,,,,,,,
95488,Pierrelaye,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,27,20269,,,,,,,
95489,Piscop,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,Photovoltaïque BTINF36
95491,Le Plessis-Bouchard,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,,,,Photovoltaïque BTINF36
95492,Le Plessis-Gassot,2011,,,,,,,,,,,,,,,,1,11000,80592490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95500,Pontoise,2011,,,,,,,,,,,,,,,,,,,,,,,,,2,6624,21833253,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,Photovoltaïque BTINF36
95504,Presles,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,Photovoltaïque BTINF36
95509,Puiseux-en-France,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,27,29175,,,,,,,
95527,Roissy-en-France,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,Photovoltaïque BTINF36
