insee,com,annee,autres_btinf36_nb,autres_btinf36_puis,autres_btinf36_prod,autres_btsup36_nb,autres_btsup36_puis,autres_btsup36_prod,autres_hta_nb,autres_hta_puis,autres_hta_prod,bionrj_btinf36_nb,bionrj_btinf36_puis,bionrj_btinf36_prod,bionrj_btsup36_nb,bionrj_btsup36_puis,bionrj_btsup36_prod,bionrj_hta_nb,bionrj_hta_puis,bionrj_hta_prod,coge_btinf36_nb,coge_btinf36_puis,coge_btinf36_prod,coge_btsup36_nb,coge_btsup36_puis,coge_btsup36_prod,coge_hta_nb,coge_hta_puis,coge_hta_prod,eol_btinf36_nb,eol_btinf36_puis,eol_btinf36_prod,eol_btsup36_nb,eol_btsup36_puis,eol_btsup36_prod,eol_hta_nb,eol_hta_puis,eol_hta_prod,hyd_btinf36_nb,hyd_btinf36_puis,hyd_btinf36_prod,hyd_btsup36_nb,hyd_btsup36_puis,hyd_btsup36_prod,hyd_hta_nb,hyd_hta_puis,hyd_hta_prod,pv_btinf36_nb,pv_btinf36_puis,pv_btinf36_prod,pv_btsup36_nb,pv_btsup36_puis,pv_btsup36_prod,pv_hta_nb,pv_hta_puis,pv_hta_prod,secret
77001,Achères-la-Forêt,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,7,0,0,1,82,9576,0,0,0,Photovoltaïque BTINF36
77002,Amillis,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,9,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77003,Amponville,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77004,Andrezel,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77005,Annet-sur-Marne,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,13,34,35429,0,0,0,0,0,0,
77006,Arbonne-la-Forêt,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77007,Argentières,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77008,Armentières-en-Brie,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,10,45,42625,1,120,130694,0,0,0,
77009,Arville,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,1,12000,20975573,0,0,0,,,,0,0,0,1,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77010,Aubepierre-Ozouer-le-Repos,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,10,39,30569,1,85,41430,0,0,0,
77011,Aufferville,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77012,Augers-en-Brie,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77013,Aulnoy,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77014,Avon,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,8,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77015,Baby,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77016,Bagneaux-sur-Loing,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77018,Bailly-Romainvilliers,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,28,81,66284,0,0,0,0,0,0,
77019,Balloy,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77020,Bannost-Villegagnon,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,7,0,0,1,69,89628,0,0,0,Photovoltaïque BTINF36
77021,Barbey,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77022,Barbizon,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77023,Barcy,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77024,Bassevelle,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77025,Bazoches-lès-Bray,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,6,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77026,Beauchery-Saint-Martin,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,1,95,115236,0,0,0,Photovoltaïque BTINF36
77027,Beaumont-du-Gâtinais,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77029,Beauvoir,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77030,Bellot,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77031,Bernay-Vilbert,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77032,Beton-Bazoches,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,0,0,2,170,124859,0,0,0,Photovoltaïque BTINF36
77033,Bezalles,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77034,Blandy,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77035,Blennes,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,5,0,0,1,60,63598,0,0,0,Photovoltaïque BTINF36
77036,Boisdon,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77037,Bois-le-Roi,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,14,41,28199,0,0,0,0,0,0,
77038,Boissettes,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,5,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77039,Boissise-la-Bertrand,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77040,Boissise-le-Roi,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,16,45,42045,0,0,0,0,0,0,
77041,Boissy-aux-Cailles,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,1,96,110538,0,0,0,Photovoltaïque BTINF36
77042,Boissy-le-Châtel,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,32,91,77604,0,0,0,0,0,0,
77043,Boitron,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77044,Bombon,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77045,Bougligny,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,7,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77046,Boulancourt,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,1,156,141888,0,0,0,Photovoltaïque BTINF36
77047,Bouleurs,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,16,40,61989,0,0,0,0,0,0,
77048,Bourron-Marlotte,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,6,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77049,Boutigny,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,11,41,36129,1,99,91886,0,0,0,
77050,Bransles,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,5,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77051,Bray-sur-Seine,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,1,41,44845,0,0,0,Photovoltaïque BTINF36
77052,Bréau,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77053,Brie-Comte-Robert,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,29,92,76643,0,0,0,0,0,0,
77054,La Brosse-Montceaux,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77055,Brou-sur-Chantereine,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,5,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77056,Burcy,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77057,Bussières,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77058,Bussy-Saint-Georges,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,37,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77059,Bussy-Saint-Martin,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77060,Buthiers,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77061,Cannes-Ecluse,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,8,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77062,Carnetin,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77063,La Celle-sur-Morin,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,7,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77065,Cély,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77066,Cerneux,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77067,Cesson,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,28,92,77705,0,0,0,0,0,0,
77068,Cessoy-en-Montois,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77069,Chailly-en-Bière,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,1,1200,1037419,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77070,Chailly-en-Brie,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,9,0,0,1,160,167221,0,0,0,Photovoltaïque BTINF36
77071,Chaintreaux,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,6,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77072,Chalautre-la-Grande,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77073,Chalautre-la-Petite,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77075,Chalifert,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,11,26,20031,0,0,0,0,0,0,
77076,Chalmaison,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77077,Chambry,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77078,Chamigny,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,5,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77079,Champagne-sur-Seine,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,19,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77080,Champcenest,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77081,Champdeuil,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,5,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77082,Champeaux,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77083,Champs-sur-Marne,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,25,64,57487,1,145,163249,0,0,0,
77084,Changis-sur-Marne,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,11,28,26786,1,203,248900,0,0,0,
77085,Chanteloup-en-Brie,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,7,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77086,La Chapelle-Gauthier,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77087,La Chapelle-Iger,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,2,139,66912,0,0,0,
77088,La Chapelle-la-Reine,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,11,34,26905,1,68,35187,0,0,0,
77089,La Chapelle-Rablais,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,7,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77090,La Chapelle-Saint-Sulpice,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77091,Les Chapelles-Bourbon,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77093,La Chapelle-Moutils,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,1,57,68237,0,0,0,Photovoltaïque BTINF36
77094,Charmentray,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,80,95956,0,0,0,
77095,Charny,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,8,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77096,Chartrettes,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,1,2700,10023123,15,61,55281,0,0,0,0,0,0,
77097,Chartronges,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77098,Châteaubleau,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77099,Château-Landon,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,6,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77100,Le Châtelet-en-Brie,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,18,55,49871,0,0,0,0,0,0,
77101,Châtenay-sur-Seine,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,11,36,24193,0,0,0,0,0,0,
77102,Châtenoy,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77103,Châtillon-la-Borde,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77104,Châtres,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,5,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77106,Chauffry,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,9,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77107,Chaumes-en-Brie,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,10,57,21555,1,204,235963,0,0,0,
77108,Chelles,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,1,8000,28811085,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,93,329,248418,0,0,0,0,0,0,
77109,Chenoise-Cucharmoy,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,14,28,23917,0,0,0,0,0,0,
77110,Chenou,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77111,Chessy,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,16,43,37506,0,0,0,0,0,0,
77112,Chevrainvilliers,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77113,Chevru,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,17,58,46514,1,85,74281,0,0,0,
77114,Chevry-Cossigny,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,27,84,61613,0,0,0,0,0,0,
77115,Chevry-en-Sereine,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77116,Choisy-en-Brie,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,2,160,91031,0,0,0,Photovoltaïque BTINF36
77117,Citry,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77118,Claye-Souilly,2017,0,0,0,,,,0,0,0,,,,,,,1,14400,100721916,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,43,171,115068,0,0,0,0,0,0,
77119,Clos-Fontaine,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77120,Cocherel,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77121,Collégien,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,8,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77122,Combs-la-Ville,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,65,185,153834,1,84,1399,0,0,0,
77123,Compans,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,5,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77124,Conches-sur-Gondoire,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,6,0,0,0,0,0,0,0,0,Photovoltaïque BTINF36
77125,Condé-Sainte-Libiaire,2017,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,13,41,23214,0,0,0,0,0,0,
