annee,consommation ,consommation_normale ,energie ,epci,nom_epci ,secteur
2005,2 520,2 520,ELEC,200054781,Bassée-Montois,AGR
2005,2 810,2 810,GN,200054781,Bassée-Montois,AGR
2005,20 620,20 620,PP+CMS,200054781,Bassée-Montois,AGR
2005,17 210,17 210,ELEC,200054781,Bassée-Montois,IND
2005,26 980,26 980,GN,200054781,Bassée-Montois,IND
2005,3 430,3 430,PP+CMS,200054781,Bassée-Montois,IND
2005,35 770,34 720,BOIS,200054781,Bassée-Montois,RES
2005,79 560,78 890,ELEC,200054781,Bassée-Montois,RES
2005,52 230,51 030,GN,200054781,Bassée-Montois,RES
2005,81 450,79 310,PP+CMS,200054781,Bassée-Montois,RES
2005,25 560,25 450,ELEC,200054781,Bassée-Montois,TER
2005,11 770,11 500,GN,200054781,Bassée-Montois,TER
2005,3 990,3 900,PP+CMS,200054781,Bassée-Montois,TER
2005,67 410,67 410,PP+CMS,200054781,Bassée-Montois,TRAF
2005,1 040,1 040,ELEC,200054781,Boucle Nord de Seine,AGR
2005,450,450,PP+CMS,200054781,Boucle Nord de Seine,AGR
2005,460 180,460 180,ELEC,200054781,Boucle Nord de Seine,IND
2005,1 071 690,1 071 690,GN,200054781,Boucle Nord de Seine,IND
2005,50 040,50 040,PP+CMS,200054781,Boucle Nord de Seine,IND
2005,46 980,46 980,URB,200054781,Boucle Nord de Seine,IND
2005,59 320,58 190,BOIS,200054781,Boucle Nord de Seine,RES
2005,651 170,647 970,ELEC,200054781,Boucle Nord de Seine,RES
2005,1 536 190,1 513 970,GN,200054781,Boucle Nord de Seine,RES
2005,401 160,395 100,PP+CMS,200054781,Boucle Nord de Seine,RES
2005,410 980,405 220,URB,200054781,Boucle Nord de Seine,RES
2005,896 100,893 740,ELEC,200023125,Boucle Nord de Seine,TER
2005,553 110,544 930,GN,200023125,Boucle Nord de Seine,TER
2005,142 670,140 710,PP+CMS,200023125,Boucle Nord de Seine,TER
2005,111 510,109 930,URB,200023125,Boucle Nord de Seine,TER
2005,1 273 450,1 273 450,PP+CMS,200023125,Boucle Nord de Seine,TRAF
2005,3 700,3 700,ELEC,200023125,Brie des Rivières et Châteaux,AGR
2005,2 160,2 160,GN,200023125,Brie des Rivières et Châteaux,AGR
2005,26 620,26 620,PP+CMS,200023125,Brie des Rivières et Châteaux,AGR
2005,62 210,62 210,ELEC,200023125,Brie des Rivières et Châteaux,IND
2005,25 520,25 520,GN,200023125,Brie des Rivières et Châteaux,IND
2005,2 850,2 850,PP+CMS,200023125,Brie des Rivières et Châteaux,IND
2005,37 690,36 590,BOIS,200023125,Brie des Rivières et Châteaux,RES
2005,117 100,116 030,ELEC,200023125,Brie des Rivières et Châteaux,RES
2005,130 490,127 440,GN,200023125,Brie des Rivières et Châteaux,RES
2005,74 240,72 330,PP+CMS,200023125,Brie des Rivières et Châteaux,RES
2005,41 220,41 040,ELEC,200023125,Brie des Rivières et Châteaux,TER
2005,16 620,16 250,GN,200023125,Brie des Rivières et Châteaux,TER
2005,4 460,4 360,PP+CMS,200023125,Brie des Rivières et Châteaux,TER
2005,621 890,621 890,PP+CMS,200023125,Brie des Rivières et Châteaux,TRAF
2005,2 900,2 900,ELEC,200023125,Brie Nangissienne,AGR
2005,1 700,1 700,GN,200023125,Brie Nangissienne,AGR
2005,17 380,17 380,PP+CMS,200023125,Brie Nangissienne,AGR
2005,380,380,BOIS,200023125,Brie Nangissienne,IND
2005,444 950,444 950,ELEC,200023125,Brie Nangissienne,IND
2005,4 645 760,4 645 760,GN,200023125,Brie Nangissienne,IND
2005,19 890,19 890,PP+CMS,200023240,Brie Nangissienne,IND
2005,26 800,26 020,BOIS,200023240,Brie Nangissienne,RES
2005,72 280,71 650,ELEC,200023240,Brie Nangissienne,RES
2005,82 120,80 200,GN,200023240,Brie Nangissienne,RES
2005,50 740,49 430,PP+CMS,200023240,Brie Nangissienne,RES
2005,35 890,35 740,ELEC,200023240,Brie Nangissienne,TER
2005,36 430,35 590,GN,200023240,Brie Nangissienne,TER
2005,6 760,6 610,PP+CMS,200023240,Brie Nangissienne,TER
2005,126 950,126 950,PP+CMS,200023240,Brie Nangissienne,TRAF
2005,3 600,3 600,BOIS,200023240,Carnelle Pays-De-France,AGR
2005,210,210,ELEC,200023240,Carnelle Pays-De-France,AGR
2005,2 270,2 270,GN,200023240,Carnelle Pays-De-France,AGR
2005,7 560,7 560,PP+CMS,200023240,Carnelle Pays-De-France,AGR
2005,9 630,9 630,ELEC,200023240,Carnelle Pays-De-France,IND
2005,290,290,GN,200023240,Carnelle Pays-De-France,IND
2005,490,490,PP+CMS,200023240,Carnelle Pays-De-France,IND
2005,17 740,17 340,BOIS,200023240,Carnelle Pays-De-France,RES
2005,92 370,91 750,ELEC,200023240,Carnelle Pays-De-France,RES
2005,151 890,149 120,GN,200023240,Carnelle Pays-De-France,RES
2005,47 670,46 740,PP+CMS,200023240,Carnelle Pays-De-France,RES
2005,57 290,57 110,ELEC,200023240,Carnelle Pays-De-France,TER
2005,22 540,22 160,GN,200023240,Carnelle Pays-De-France,TER
2005,8 910,8 760,PP+CMS,200023240,Carnelle Pays-De-France,TER
2005,212 640,212 640,PP+CMS,200023240,Carnelle Pays-De-France,TRAF
2005,1 220,1 220,ELEC,200023240,Cergy-Pontoise,AGR
2005,390,390,GN,200023919,Cergy-Pontoise,AGR
2005,8 120,8 120,PP+CMS,200023919,Cergy-Pontoise,AGR
2005,169 730,169 730,ELEC,200023919,Cergy-Pontoise,IND
2005,213 980,213 980,GN,200023919,Cergy-Pontoise,IND
2005,27 430,27 430,PP+CMS,200023919,Cergy-Pontoise,IND
2005,54 670,53 450,BOIS,200023919,Cergy-Pontoise,RES
2005,410 680,407 930,ELEC,200023919,Cergy-Pontoise,RES
2005,554 950,545 310,GN,200023919,Cergy-Pontoise,RES
2005,102 240,100 520,PP+CMS,200023919,Cergy-Pontoise,RES
2005,243 330,239 010,URB,200023919,Cergy-Pontoise,RES
2005,452 610,451 120,ELEC,200023919,Cergy-Pontoise,TER
2005,272 810,267 990,GN,200023919,Cergy-Pontoise,TER
2005,94 840,93 190,PP+CMS,200023919,Cergy-Pontoise,TER
2005,141 150,138 560,URB,200023919,Cergy-Pontoise,TER
2005,912 910,912 910,PP+CMS,200023919,Cergy-Pontoise,TRAF
2005,1 950,1 950,ELEC,200023919,Cœur d'Essonne Agglomération,AGR
2005,12 100,12 100,GN,200023919,Cœur d'Essonne Agglomération,AGR
2005,6 680,6 680,PP+CMS,200023919,Cœur d'Essonne Agglomération,AGR
2005,92 200,92 200,ELEC,200023919,Cœur d'Essonne Agglomération,IND
2005,308 550,308 550,GN,200023919,Cœur d'Essonne Agglomération,IND
2005,7 360,7 360,PP+CMS,200023919,Cœur d'Essonne Agglomération,IND
2005,9 800,9 800,URB,200023919,Cœur d'Essonne Agglomération,IND
2005,87 960,86 410,BOIS,200023919,Cœur d'Essonne Agglomération,RES
2005,407 930,405 890,ELEC,200023919,Cœur d'Essonne Agglomération,RES
2005,797 840,786 540,GN,200023919,Cœur d'Essonne Agglomération,RES
2005,260 000,256 050,PP+CMS,200033090,Cœur d'Essonne Agglomération,RES
2005,73 990,72 980,URB,200033090,Cœur d'Essonne Agglomération,RES
2005,394 410,393 410,ELEC,200033090,Cœur d'Essonne Agglomération,TER
2005,292 910,288 800,GN,200033090,Cœur d'Essonne Agglomération,TER
2005,53 210,52 510,PP+CMS,200033090,Cœur d'Essonne Agglomération,TER
2005,4 210,4 150,URB,200033090,Cœur d'Essonne Agglomération,TER
2005,1 171 830,1 171 830,PP+CMS,200033090,Cœur d'Essonne Agglomération,TRAF
2005,1 750,1 750,ELEC,200033090,Cœur d'Yvelines,AGR
2005,790,790,GN,200033090,Cœur d'Yvelines,AGR
2005,12 990,12 990,PP+CMS,200033090,Cœur d'Yvelines,AGR
2005,5 170,5 170,ELEC,200033090,Cœur d'Yvelines,IND
2005,17 620,17 620,GN,200033090,Cœur d'Yvelines,IND
2005,1 300,1 300,PP+CMS,200033090,Cœur d'Yvelines,IND
2005,35 900,35 130,BOIS,200033090,Cœur d'Yvelines,RES
2005,169 960,168 800,ELEC,200033090,Cœur d'Yvelines,RES
2005,178 750,175 660,GN,200033090,Cœur d'Yvelines,RES
2005,131 310,128 810,PP+CMS,200033090,Cœur d'Yvelines,RES
2005,10,10,URB,200033090,Cœur d'Yvelines,RES
2005,85 350,85 070,ELEC,200033090,Cœur d'Yvelines,TER
2005,49 440,48 630,GN,200033090,Cœur d'Yvelines,TER
2005,10 510,10 330,PP+CMS,200033090,Cœur d'Yvelines,TER
2005,2 790,2 740,URB,200033090,Cœur d'Yvelines,TER
2005,515 820,515 820,PP+CMS,200033090,Cœur d'Yvelines,TRAF
2005,940,940,ELEC,200033090,Communauté Paris-Saclay,AGR
2005,1 790,1 790,GN,200033090,Communauté Paris-Saclay,AGR
2005,9 660,9 660,PP+CMS,200037133,Communauté Paris-Saclay,AGR
2005,295 770,295 770,ELEC,200037133,Communauté Paris-Saclay,IND
2005,933 340,933 340,GN,200037133,Communauté Paris-Saclay,IND
2005,24 840,24 840,PP+CMS,200037133,Communauté Paris-Saclay,IND
2005,18 960,18 960,URB,200037133,Communauté Paris-Saclay,IND
2005,113 670,111 670,BOIS,200037133,Communauté Paris-Saclay,RES
2005,645 580,642 210,ELEC,200037133,Communauté Paris-Saclay,RES
2005,1 182 030,1 165 500,GN,200037133,Communauté Paris-Saclay,RES
2005,332 260,327 390,PP+CMS,200037133,Communauté Paris-Saclay,RES
2005,327 930,323 420,URB,200037133,Communauté Paris-Saclay,RES
2005,1 046 180,1 043 470,ELEC,200037133,Communauté Paris-Saclay,TER
2005,527 730,520 280,GN,200037133,Communauté Paris-Saclay,TER
2005,141 460,139 550,PP+CMS,200037133,Communauté Paris-Saclay,TER
2005,106 530,105 050,URB,200037133,Communauté Paris-Saclay,TER
2005,2 153 360,2 153 360,PP+CMS,200037133,Communauté Paris-Saclay,TRAF
2005,4 080,4 080,ELEC,200037133,Coulommiers Pays de Brie,AGR
2005,15 050,15 050,GN,200037133,Coulommiers Pays de Brie,AGR
2005,36 360,36 360,PP+CMS,200037133,Coulommiers Pays de Brie,AGR
2005,39 850,39 850,ELEC,200037133,Coulommiers Pays de Brie,IND
2005,49 730,49 730,GN,200037133,Coulommiers Pays de Brie,IND
2005,4 170,4 170,PP+CMS,200037133,Coulommiers Pays de Brie,IND
2005,99 050,96 150,BOIS,200037133,Coulommiers Pays de Brie,RES
2005,271 770,269 430,ELEC,200037133,Coulommiers Pays de Brie,RES
2005,271 610,265 340,GN,200037133,Coulommiers Pays de Brie,RES
2005,197 670,192 560,PP+CMS,200037133,Coulommiers Pays de Brie,RES
2005,13 860,13 540,URB,200040251,Coulommiers Pays de Brie,RES
2005,110 790,110 340,ELEC,200040251,Coulommiers Pays de Brie,TER
2005,77 720,75 960,GN,200040251,Coulommiers Pays de Brie,TER
2005,18 300,17 900,PP+CMS,200040251,Coulommiers Pays de Brie,TER
2005,9 320,9 110,URB,200040251,Coulommiers Pays de Brie,TER
2005,583 260,583 260,PP+CMS,200040251,Coulommiers Pays de Brie,TRAF
2005,1 250,1 250,ELEC,200040251,Deux Morin,AGR
2005,25 530,25 530,PP+CMS,200040251,Deux Morin,AGR
2005,87 530,87 530,ELEC,200040251,Deux Morin,IND
2005,242 030,242 030,GN,200040251,Deux Morin,IND
2005,4 840,4 840,PP+CMS,200040251,Deux Morin,IND
2005,39 240,38 090,BOIS,200040251,Deux Morin,RES
2005,82 640,81 990,ELEC,200040251,Deux Morin,RES
2005,49 810,48 680,GN,200040251,Deux Morin,RES
2005,96 320,93 800,PP+CMS,200040251,Deux Morin,RES
2005,24 100,24 010,ELEC,200040251,Deux Morin,TER
2005,9 450,9 240,GN,200040251,Deux Morin,TER
2005,4 570,4 480,PP+CMS,200040251,Deux Morin,TER
2005,77 470,77 470,PP+CMS,200040251,Deux Morin,TRAF
2005,1 320,1 320,ELEC,200040251,Deux Vallées,AGR
2005,1 050,1 050,GN,200040251,Deux Vallées,AGR
2005,11 340,11 340,PP+CMS,200040251,Deux Vallées,AGR
2005,21 090,21 090,ELEC,200040251,Deux Vallées,IND
2005,54 850,54 850,GN,200040251,Deux Vallées,IND
2005,1 370,1 370,PP+CMS,200040251,Deux Vallées,IND
2005,20 090,19 740,BOIS,200055655,Deux Vallées,RES
2005,66 630,66 270,ELEC,200055655,Deux Vallées,RES
2005,79 930,78 790,GN,200055655,Deux Vallées,RES
2005,44 740,44 040,PP+CMS,200055655,Deux Vallées,RES
2005,21 040,20 990,ELEC,200055655,Deux Vallées,TER
2005,15 020,14 820,GN,200055655,Deux Vallées,TER
2005,4 040,3 990,PP+CMS,200055655,Deux Vallées,TER
2005,97 250,97 250,PP+CMS,200055655,Deux Vallées,TRAF
2005,160,160,ELEC,200055655,Entre Juine et Renarde,AGR
2005,740,740,GN,200055655,Entre Juine et Renarde,AGR
2005,5 690,5 690,PP+CMS,200055655,Entre Juine et Renarde,AGR
2005,1 360,1 360,ELEC,200055655,Entre Juine et Renarde,IND
2005,1 310,1 310,GN,200055655,Entre Juine et Renarde,IND
2005,590,590,PP+CMS,200055655,Entre Juine et Renarde,IND
2005,21 590,21 210,BOIS,200055655,Entre Juine et Renarde,RES
2005,85 590,85 140,ELEC,200055655,Entre Juine et Renarde,RES
2005,118 920,117 210,GN,200055655,Entre Juine et Renarde,RES
2005,53 590,52 760,PP+CMS,200055655,Entre Juine et Renarde,RES
2005,21 340,21 290,ELEC,200055655,Entre Juine et Renarde,TER
2005,55 040,54 200,GN,200055655,Entre Juine et Renarde,TER
2005,4 630,4 560,PP+CMS,200055655,Entre Juine et Renarde,TER
2005,184 790,184 790,PP+CMS,200055655,Entre Juine et Renarde,TRAF
2005,470,470,ELEC,200055655,Est Ensemble,AGR
2005,2 420,2 420,GN,200055655,Est Ensemble,AGR
2005,140,140,PP+CMS,200055655,Est Ensemble,AGR
2005,152 450,152 450,ELEC,200057958,Est Ensemble,IND
2005,530 030,530 030,GN,200057958,Est Ensemble,IND
2005,26 730,26 730,PP+CMS,200057958,Est Ensemble,IND
2005,11 150,11 150,URB,200057958,Est Ensemble,IND
2005,61 080,60 480,BOIS,200057958,Est Ensemble,RES
2005,592 540,590 950,ELEC,200057958,Est Ensemble,RES
2005,1 472 830,1 461 600,GN,200057958,Est Ensemble,RES
2005,281 980,279 800,PP+CMS,200057958,Est Ensemble,RES
2005,191 950,190 490,URB,200057958,Est Ensemble,RES
2005,798 790,797 650,ELEC,200057958,Est Ensemble,TER
2005,610 590,605 760,GN,200057958,Est Ensemble,TER
2005,131 700,130 730,PP+CMS,200057958,Est Ensemble,TER
2005,99 640,98 830,URB,200057958,Est Ensemble,TER
2005,915 070,915 070,PP+CMS,200057958,Est Ensemble,TRAF
2005,5 100,5 100,ELEC,200057958,Étampois Sud-Essonne,AGR
2005,1 570,1 570,GN,200057958,Étampois Sud-Essonne,AGR
2005,29 890,29 890,PP+CMS,200057958,Étampois Sud-Essonne,AGR
2005,28 610,28 610,ELEC,200057958,Étampois Sud-Essonne,IND
2005,43 570,43 570,GN,200057958,Étampois Sud-Essonne,IND
2005,22 470,22 470,PP+CMS,200057958,Étampois Sud-Essonne,IND
2005,37 990,37 320,BOIS,200057958,Étampois Sud-Essonne,RES
2005,154 650,153 760,ELEC,200057958,Étampois Sud-Essonne,RES
2005,160 220,157 980,GN,200057958,Étampois Sud-Essonne,RES
2005,115 360,113 550,PP+CMS,200057958,Étampois Sud-Essonne,RES
2005,80 670,80 470,ELEC,200057958,Étampois Sud-Essonne,TER
2005,59 410,58 590,GN,200059228,Étampois Sud-Essonne,TER
2005,13 910,13 730,PP+CMS,200059228,Étampois Sud-Essonne,TER
2005,266 510,266 510,PP+CMS,200059228,Étampois Sud-Essonne,TRAF
2005,450,450,ELEC,200059228,Gally Mauldre,AGR
2005,7 460,7 460,GN,200059228,Gally Mauldre,AGR
2005,9 830,9 830,PP+CMS,200059228,Gally Mauldre,AGR
2005,2 170,2 170,ELEC,200059228,Gally Mauldre,IND
2005,2 500,2 500,GN,200059228,Gally Mauldre,IND
2005,450,450,PP+CMS,200059228,Gally Mauldre,IND
2005,14 070,13 770,BOIS,200059228,Gally Mauldre,RES
2005,84 880,84 320,ELEC,200059228,Gally Mauldre,RES
2005,129 060,126 800,GN,200059228,Gally Mauldre,RES
2005,50 950,49 990,PP+CMS,200059228,Gally Mauldre,RES
2005,21 330,21 260,ELEC,200059228,Gally Mauldre,TER
2005,13 150,12 920,GN,200059228,Gally Mauldre,TER
2005,4 220,4 140,PP+CMS,200059228,Gally Mauldre,TER
2005,194 990,194 990,PP+CMS,200059228,Gally Mauldre,TRAF
2005,4 110,4 110,ELEC,200059228,Gâtinais Val de Loing,AGR
2005,22 320,22 320,PP+CMS,200059228,Gâtinais Val de Loing,AGR
2005,1 500,1 500,BOIS,200059228,Gâtinais Val de Loing,IND
2005,22 390,22 390,ELEC,200059228,Gâtinais Val de Loing,IND
2005,188 590,188 590,GN,200059228,Gâtinais Val de Loing,IND
2005,9 400,9 400,PP+CMS,200059228,Gâtinais Val de Loing,IND
2005,27 810,27 000,BOIS,200059228,Gâtinais Val de Loing,RES
2005,61 200,60 700,ELEC,200059228,Gâtinais Val de Loing,RES
2005,38 580,37 700,GN,200070779,Gâtinais Val de Loing,RES
2005,68 940,67 130,PP+CMS,200070779,Gâtinais Val de Loing,RES
2005,20 090,20 000,ELEC,200070779,Gâtinais Val de Loing,TER
2005,10 590,10 350,GN,200070779,Gâtinais Val de Loing,TER
2005,3 830,3 750,PP+CMS,200070779,Gâtinais Val de Loing,TER
2005,222 260,222 260,PP+CMS,200070779,Gâtinais Val de Loing,TRAF
2005,350,350,ELEC,200070779,Grand Paris Grand Est,AGR
2005,6 920,6 920,GN,200070779,Grand Paris Grand Est,AGR
2005,530,530,PP+CMS,200070779,Grand Paris Grand Est,AGR
2005,124 670,124 670,ELEC,200070779,Grand Paris Grand Est,IND
2005,747 370,747 370,GN,200070779,Grand Paris Grand Est,IND
2005,14 440,14 440,PP+CMS,200070779,Grand Paris Grand Est,IND
2005,22 170,22 170,URB,200070779,Grand Paris Grand Est,IND
2005,97 070,96 120,BOIS,200070779,Grand Paris Grand Est,RES
2005,716 890,714 880,ELEC,200070779,Grand Paris Grand Est,RES
2005,1 729 020,1 715 410,GN,200070779,Grand Paris Grand Est,RES
2005,350 150,347 310,PP+CMS,200070779,Grand Paris Grand Est,RES
2005,48 190,47 820,URB,200070779,Grand Paris Grand Est,RES
2005,636 430,635 560,ELEC,200070779,Grand Paris Grand Est,TER
2005,451 170,447 710,GN,200070779,Grand Paris Grand Est,TER
2005,103 250,102 510,PP+CMS,200070779,Grand Paris Grand Est,TER
2005,9 960,9 880,URB,200070779,Grand Paris Grand Est,TER
2005,1 225 180,1 225 180,PP+CMS,200070779,Grand Paris Grand Est,TRAF
2005,1 420,1 420,ELEC,200070779,Grand Paris Seine et Oise,AGR
2005,2 650,2 650,GN,200070779,Grand Paris Seine et Oise,AGR
2005,23 140,23 140,PP+CMS,200072130,Grand Paris Seine et Oise,AGR
2005,1 423 600,1 423 600,ELEC,200072130,Grand Paris Seine et Oise,IND
2005,2 335 360,2 335 360,GN,200072130,Grand Paris Seine et Oise,IND
2005,489 540,489 540,PP+CMS,200072130,Grand Paris Seine et Oise,IND
2005,9 470,9 470,URB,200072130,Grand Paris Seine et Oise,IND
2005,177 940,174 140,BOIS,200072130,Grand Paris Seine et Oise,RES
2005,898 440,892 640,ELEC,200072130,Grand Paris Seine et Oise,RES
2005,1 476 940,1 451 780,GN,200072130,Grand Paris Seine et Oise,RES
2005,524 350,514 700,PP+CMS,200072130,Grand Paris Seine et Oise,RES
2005,121 640,119 630,URB,200072130,Grand Paris Seine et Oise,RES
2005,90,90,BOIS,200072130,Grand Paris Seine et Oise,TER
2005,763 750,761 410,ELEC,200072130,Grand Paris Seine et Oise,TER
2005,542 380,533 310,GN,200072130,Grand Paris Seine et Oise,TER
2005,102 260,100 620,PP+CMS,200072130,Grand Paris Seine et Oise,TER
2005,27 580,27 100,URB,200072130,Grand Paris Seine et Oise,TER
2005,2 558 840,2 558 840,PP+CMS,200072130,Grand Paris Seine et Oise,TRAF
2005,500,500,ELEC,200072130,Grand Paris Seine Ouest,AGR
2005,1 100,1 100,GN,200072130,Grand Paris Seine Ouest,AGR
2005,270,270,PP+CMS,200072130,Grand Paris Seine Ouest,AGR
2005,77 180,77 180,ELEC,200072130,Grand Paris Seine Ouest,IND
2005,295 850,295 850,GN,200072130,Grand Paris Seine Ouest,IND
2005,24 320,24 320,PP+CMS,200072130,Grand Paris Seine Ouest,IND
2005,22 810,22 810,URB,200072130,Grand Paris Seine Ouest,IND
2005,29 950,29 430,BOIS,200072130,Grand Paris Seine Ouest,RES
2005,580 140,577 020,ELEC,200072130,Grand Paris Seine Ouest,RES
2005,1 332 080,1 314 630,GN,200072346,Grand Paris Seine Ouest,RES
2005,437 660,431 570,PP+CMS,200072346,Grand Paris Seine Ouest,RES
2005,219 390,216 450,URB,200072346,Grand Paris Seine Ouest,RES
2005,852 660,850 360,ELEC,200072346,Grand Paris Seine Ouest,TER
2005,333 330,328 710,GN,200072346,Grand Paris Seine Ouest,TER
2005,123 900,122 200,PP+CMS,200072346,Grand Paris Seine Ouest,TER
2005,174 470,171 970,URB,200072346,Grand Paris Seine Ouest,TER
2005,831 820,831 820,PP+CMS,200072346,Grand Paris Seine Ouest,TRAF
2005,690,690,ELEC,200072346,Grand Paris Sud Est Avenir,AGR
2005,14 990,14 990,GN,200072346,Grand Paris Sud Est Avenir,AGR
2005,10 210,10 210,PP+CMS,200072346,Grand Paris Sud Est Avenir,AGR
2005,176 200,176 200,ELEC,200072346,Grand Paris Sud Est Avenir,IND
2005,522 710,522 710,GN,200072346,Grand Paris Sud Est Avenir,IND
2005,11 570,11 570,PP+CMS,200072346,Grand Paris Sud Est Avenir,IND
2005,1 620,1 620,URB,200072346,Grand Paris Sud Est Avenir,IND
2005,93 350,91 470,BOIS,200072346,Grand Paris Sud Est Avenir,RES
2005,549 380,546 450,ELEC,200072346,Grand Paris Sud Est Avenir,RES
2005,1 007 480,991 790,GN,200072346,Grand Paris Sud Est Avenir,RES
2005,345 560,339 760,PP+CMS,200072346,Grand Paris Sud Est Avenir,RES
2005,459 590,452 360,URB,200072346,Grand Paris Sud Est Avenir,RES
2005,545 870,544 260,ELEC,200072346,Grand Paris Sud Est Avenir,TER
2005,604 530,594 670,GN,200072346,Grand Paris Sud Est Avenir,TER
2005,111 950,110 210,PP+CMS,200072346,Grand Paris Sud Est Avenir,TER
2005,119 400,117 420,URB,200072346,Grand Paris Sud Est Avenir,TER
2005,806 140,806 140,PP+CMS,200072346,Grand Paris Sud Est Avenir,TRAF
2005,930,930,ELEC,200072544,Grand Paris Sud Seine Essonne Sénart,AGR
2005,5 540,5 540,PP+CMS,200072544,Grand Paris Sud Seine Essonne Sénart,AGR
2005,150,150,BOIS,200072544,Grand Paris Sud Seine Essonne Sénart,IND
2005,662 960,662 960,ELEC,200072544,Grand Paris Sud Seine Essonne Sénart,IND
2005,955 290,955 290,GN,200072544,Grand Paris Sud Seine Essonne Sénart,IND
2005,20 410,20 410,PP+CMS,200072544,Grand Paris Sud Seine Essonne Sénart,IND
2005,2 630,2 630,URB,200072544,Grand Paris Sud Seine Essonne Sénart,IND
2005,129 790,126 920,BOIS,200072544,Grand Paris Sud Seine Essonne Sénart,RES
2005,615 760,612 320,ELEC,200072544,Grand Paris Sud Seine Essonne Sénart,RES
2005,1 169 790,1 149 300,GN,200072544,Grand Paris Sud Seine Essonne Sénart,RES
2005,177 730,174 970,PP+CMS,200072544,Grand Paris Sud Seine Essonne Sénart,RES
2005,307 870,303 600,URB,200072544,Grand Paris Sud Seine Essonne Sénart,RES
2005,798 220,795 810,ELEC,200072544,Grand Paris Sud Seine Essonne Sénart,TER
2005,489 150,481 070,GN,200072544,Grand Paris Sud Seine Essonne Sénart,TER
2005,119 090,117 200,PP+CMS,200072544,Grand Paris Sud Seine Essonne Sénart,TER
2005,97 950,96 490,URB,200072544,Grand Paris Sud Seine Essonne Sénart,TER
2005,2 488 350,2 488 350,PP+CMS,200072544,Grand Paris Sud Seine Essonne Sénart,TRAF
2005,620,620,ELEC,200072544,Grand-Orly Seine Bièvre,AGR
2005,17 690,17 690,GN,200072544,Grand-Orly Seine Bièvre,AGR
2005,3 000,3 000,PP+CMS,200072544,Grand-Orly Seine Bièvre,AGR
2005,515 480,515 480,ELEC,200072544,Grand-Orly Seine Bièvre,IND
2005,3 551 390,3 551 390,GN,200072544,Grand-Orly Seine Bièvre,IND
2005,85 110,85 110,PP+CMS,200072544,Grand-Orly Seine Bièvre,IND
2005,16 790,16 790,URB,200072544,Grand-Orly Seine Bièvre,IND
2005,174 710,171 320,BOIS,200072544,Grand-Orly Seine Bièvre,RES
2005,1 072 420,1 067 130,ELEC,200072874,Grand-Orly Seine Bièvre,RES
2005,2 442 980,2 405 740,GN,200072874,Grand-Orly Seine Bièvre,RES
2005,656 420,646 010,PP+CMS,200072874,Grand-Orly Seine Bièvre,RES
2005,793 460,781 170,URB,200072874,Grand-Orly Seine Bièvre,RES
2005,1 735 450,1 730 700,ELEC,200072874,Grand-Orly Seine Bièvre,TER
2005,1 090 910,1 074 030,GN,200072874,Grand-Orly Seine Bièvre,TER
2005,308 900,304 670,PP+CMS,200072874,Grand-Orly Seine Bièvre,TER
2005,515 940,507 950,URB,200072874,Grand-Orly Seine Bièvre,TER
2005,2 675 220,2 675 220,PP+CMS,200072874,Grand-Orly Seine Bièvre,TRAF
2005,10,10,ELEC,200072874,Haut Val d'Oise,AGR
2005,1 870,1 870,PP+CMS,200072874,Haut Val d'Oise,AGR
2005,17 960,17 960,ELEC,200072874,Haut Val d'Oise,IND
2005,50 820,50 820,GN,200072874,Haut Val d'Oise,IND
2005,12 200,12 200,PP+CMS,200072874,Haut Val d'Oise,IND
2005,18 840,18 420,BOIS,200072874,Haut Val d'Oise,RES
2005,85 610,84 990,ELEC,200072874,Haut Val d'Oise,RES
2005,138 700,136 190,GN,200072874,Haut Val d'Oise,RES
2005,32 830,32 200,PP+CMS,200072874,Haut Val d'Oise,RES
2005,62 570,62 380,ELEC,200072874,Haut Val d'Oise,TER
2005,44 620,43 820,GN,200072874,Haut Val d'Oise,TER
2005,8 200,8 070,PP+CMS,200072874,Haut Val d'Oise,TER
2005,134 040,134 040,PP+CMS,200072874,Haut Val d'Oise,TRAF
2005,180,180,ELEC,200072874,Haute Vallée de Chevreuse,AGR
2005,2 930,2 930,PP+CMS,200072874,Haute Vallée de Chevreuse,AGR
2005,4 970,4 970,ELEC,200072874,Haute Vallée de Chevreuse,IND
2005,320,320,PP+CMS,200077055,Haute Vallée de Chevreuse,IND
2005,16 350,16 000,BOIS,200077055,Haute Vallée de Chevreuse,RES
2005,75 710,75 270,ELEC,200077055,Haute Vallée de Chevreuse,RES
2005,147 120,144 550,GN,200077055,Haute Vallée de Chevreuse,RES
2005,54 620,53 600,PP+CMS,200077055,Haute Vallée de Chevreuse,RES
2005,1 690,1 650,BOIS,200077055,Haute Vallée de Chevreuse,TER
2005,32 530,32 430,ELEC,200077055,Haute Vallée de Chevreuse,TER
2005,29 770,29 280,GN,200077055,Haute Vallée de Chevreuse,TER
2005,5 580,5 490,PP+CMS,200077055,Haute Vallée de Chevreuse,TER
2005,102 540,102 540,PP+CMS,200077055,Haute Vallée de Chevreuse,TRAF
2005,490,490,ELEC,200077055,Le Dourdannais en Hurepoix,AGR
2005,6 260,6 260,PP+CMS,200077055,Le Dourdannais en Hurepoix,AGR
2005,11 330,11 330,ELEC,200077055,Le Dourdannais en Hurepoix,IND
