secteur,annee,insee,commune,emission
Residentiel,2015,77304,Montenils,0
Residentiel,2015,77305,Montereau-Fault-Yonne,15.1
Residentiel,2015,77306,Montereau-sur-le-Jard,0.6
Residentiel,2015,77307,Montévrain,8.2
Residentiel,2015,77308,Montgé-en-Go?le,0.8
Residentiel,2015,77309,Monthyon,1.8
Residentiel,2015,77310,Montigny-le-Guesdier,0.3
Residentiel,2015,77311,Montigny-Lencoup,1.6
Residentiel,2015,77312,Montigny-sur-Loing,4.5
Residentiel,2015,77313,Montmachoux,0.4
Residentiel,2015,77314,Montolivet,0.2
Residentiel,2015,77315,Montry,4.6
Residentiel,2015,77316,Moret Loing et Orvanne,12.8
Residentiel,2015,77317,Mormant,5.2
Residentiel,2015,77318,Mortcerf,1.6
Residentiel,2015,77319,Mortery,0.2
Residentiel,2015,77320,Mouroux,5.4
Residentiel,2015,77321,Mousseaux-lès-Bray,1
Residentiel,2015,77322,Moussy-le-Neuf,3.2
Residentiel,2015,77323,Moussy-le-Vieux,1.2
Residentiel,2015,77325,Mouy-sur-Seine,0.5
Residentiel,2015,77326,Nandy,5.5
Residentiel,2015,77327,Nangis,10.2
Residentiel,2015,77328,Nanteau-sur-Essonne,0.6
Residentiel,2015,77329,Nanteau-sur-Lunain,0.8
Residentiel,2015,77330,Nanteuil-lès-Meaux,6.6
Residentiel,2015,77331,Nanteuil-sur-Marne,0.6
Residentiel,2015,77332,Nantouillet,0.3
Residentiel,2015,77333,Nemours,14.6
Residentiel,2015,77335,Chauconin-Neufmontiers,2.2
Residentiel,2015,77336,Neufmoutiers-en-Brie,0.9
Residentiel,2015,77337,Noisiel,13.9
Residentiel,2015,77338,Noisy-Rudignon,0.5
Residentiel,2015,77339,Noisy-sur-?cole,2.9
Residentiel,2015,77340,Nonville,0.7
Residentiel,2015,77341,Noyen-sur-Seine,0.4
Residentiel,2015,77342,Obsonville,0.1
Residentiel,2015,77343,Ocquerre,0.5
Residentiel,2015,77344,Oissery,2
Residentiel,2015,77345,Orly-sur-Morin,0.8
Residentiel,2015,77347,Les Ormes-sur-Voulzie,1.1
Residentiel,2015,77348,Ormesson,0.4
Residentiel,2015,77349,Othis,7.4
Residentiel,2015,77350,Ozoir-la-Ferrière,22.1
Residentiel,2015,77352,Ozouer-le-Voulgis,2.2
Residentiel,2015,77353,Paley,0.7
Residentiel,2015,77354,Pamfou,1.1
Residentiel,2015,77355,Paroy,0.2
Residentiel,2015,77356,Passy-sur-Seine,0.1
Residentiel,2015,77357,Pécy,0.7
Residentiel,2015,77358,Penchard,1.3
Residentiel,2015,77359,Perthes,2.9
Residentiel,2015,77360,Pézarches,0.5
Residentiel,2015,77361,Pierre-Levée,0.4
Residentiel,2015,77363,Le Pin,1.5
Residentiel,2015,77364,Le Plessis-aux-Bois,0.2
Residentiel,2015,77365,Le Plessis-Feu-Aussoux,0.5
Residentiel,2015,77366,Le Plessis-l'?vêque,0.3
Residentiel,2015,77367,Le Plessis-Placy,0.3
Residentiel,2015,77368,Poigny,0.7
Residentiel,2015,77369,Poincy,1
Residentiel,2015,77370,Poligny,1.2
Residentiel,2015,77371,Pommeuse,3
Residentiel,2015,77372,Pomponne,4.4
Residentiel,2015,77373,Pontault-Combault,37.8
Residentiel,2015,77374,Pontcarré,2.5
Residentiel,2015,77376,Précy-sur-Marne,0.7
Residentiel,2015,77377,Presles-en-Brie,2.4
Residentiel,2015,77378,Pringy,3.6
Residentiel,2015,77379,Provins,15.9
Residentiel,2015,77380,Puisieux,0.3
Residentiel,2015,77381,Quiers,0.6
Residentiel,2015,77382,Quincy-Voisins,6.5
Residentiel,2015,77383,Rampillon,0.8
Residentiel,2015,77384,Réau,1
Residentiel,2015,77385,Rebais,2.9
Residentiel,2015,77386,Recloses,1.3
Residentiel,2015,77387,Remauville,0.5
Residentiel,2015,77388,Reuil-en-Brie,0.9
Residentiel,2015,77389,La Rochette,5.3
Residentiel,2015,77390,Roissy-en-Brie,20
Residentiel,2015,77391,Rouilly,0.5
Residentiel,2015,77392,Rouvres,0.5
Residentiel,2015,77393,Rozay-en-Brie,3.9
Residentiel,2015,77394,Rubelles,3.6
Residentiel,2015,77395,Rumont,0.2
Residentiel,2015,77396,Rupéreux,0.1
Residentiel,2015,77397,Sa?cy-sur-Marne,2.5
Residentiel,2015,77398,Sablonnières,0.8
Residentiel,2015,77400,Saint-Augustin,2.5
Residentiel,2015,77401,Sainte-Aulde,0.8
Residentiel,2015,77402,Saint-Barthélemy,0.3
Residentiel,2015,77403,Saint-Brice,1
Residentiel,2015,77404,Sainte-Colombe,2.1
Residentiel,2015,77405,Saint-Cyr-sur-Morin,2.4
Residentiel,2015,77406,Saint-Denis-lès-Rebais,1
Residentiel,2015,77407,Saint-Fargeau-Ponthierry,17.1
Residentiel,2015,77408,Saint-Fiacre,0.5
Residentiel,2015,77409,Saint-Germain-Laval,2.5
Residentiel,2015,77410,Saint-Germain-Laxis,0.6
Residentiel,2015,77411,Saint-Germain-sous-Doue,0.6
Residentiel,2015,77412,Saint-Germain-sur-?cole,0.6
Residentiel,2015,77413,Saint-Germain-sur-Morin,4
Residentiel,2015,77414,Saint-Hilliers,0.5
Residentiel,2015,77415,Saint-Jean-les-Deux-Jumeaux,1.6
Residentiel,2015,77416,Saint-Just-en-Brie,0.2
Residentiel,2015,77417,Saint-Léger,0.3
Residentiel,2015,77418,Saint-Loup-de-Naud,1.1
Residentiel,2015,77419,Saint-Mammès,4
Residentiel,2015,77420,Saint-Mard,4.4
Residentiel,2015,77421,Saint-Mars-Vieux-Maisons,0.2
Residentiel,2015,77423,Saint-Martin-des-Champs,0.7
Residentiel,2015,77424,Saint-Martin-du-Boschet,0.2
Residentiel,2015,77425,Saint-Martin-en-Bière,1.4
Residentiel,2015,77426,Saint-Méry,0.4
Residentiel,2015,77427,Saint-Mesmes,0.5
Residentiel,2015,77428,Saint-Ouen-en-Brie,0.7
Residentiel,2015,77429,Saint-Ouen-sur-Morin,0.6
Residentiel,2015,77430,Saint-Pathus,5.2
Residentiel,2015,77431,Saint-Pierre-lès-Nemours,7.4
Residentiel,2015,77432,Saint-Rémy-la-Vanne,0.9
Residentiel,2015,77433,Beautheil-Saints,2.4
Residentiel,2015,77434,Saint-Sauveur-lès-Bray,0.4
Residentiel,2015,77435,Saint-Sauveur-sur-?cole,1.9
Residentiel,2015,77436,Saint-Siméon,1
Residentiel,2015,77437,Saint-Soupplets,4
Residentiel,2015,77438,Saint-Thibault-des-Vignes,7.7
Residentiel,2015,77439,Salins,1.1
Residentiel,2015,77440,Sammeron,1.2
Residentiel,2015,77441,Samois-sur-Seine,4.4
Residentiel,2015,77442,Samoreau,3.8
Residentiel,2015,77443,Sancy,0.4
Residentiel,2015,77444,Sancy-lès-Provins,0.3
Residentiel,2015,77445,Savigny-le-Temple,23.8
Residentiel,2015,77446,Savins,0.6
Residentiel,2015,77447,Seine-Port,3.2
Residentiel,2015,77448,Sept-Sorts,0.9
Residentiel,2015,77449,Serris,7.5
Residentiel,2015,77450,Servon,4.3
Residentiel,2015,77451,Signy-Signets,0.7
Residentiel,2015,77452,Sigy,0.1
Residentiel,2015,77453,Sivry-Courtry,1.3
Residentiel,2015,77454,Sognolles-en-Montois,0.4
Residentiel,2015,77455,Soignolles-en-Brie,2.2
Residentiel,2015,77456,Soisy-Bouy,1.1
Residentiel,2015,77457,Solers,1.2
Residentiel,2015,77458,Souppes-sur-Loing,6.4
Residentiel,2015,77459,Sourdun,1.5
Residentiel,2015,77460,Tancrou,0.3
Residentiel,2015,77461,Thénisy,0.4
Residentiel,2015,77462,Thieux,0.8
Residentiel,2015,77463,Thomery,5.8
Residentiel,2015,77464,Thorigny-sur-Marne,10.5
Residentiel,2015,77465,Thoury-Férottes,0.7
Residentiel,2015,77466,Tigeaux,0.4
Residentiel,2015,77467,La Tombe,0.2
Residentiel,2015,77468,Torcy,19.2
Residentiel,2015,77469,Touquin,1.4
Residentiel,2015,77470,Tournan-en-Brie,9
Residentiel,2015,77471,Tousson,0.4
Residentiel,2015,77472,La Trétoire,0.5
Residentiel,2015,77473,Treuzy-Levelay,0.7
Residentiel,2015,77474,Trilbardou,0.7
Residentiel,2015,77475,Trilport,5.8
Residentiel,2015,77476,Trocy-en-Multien,0.3
Residentiel,2015,77477,Ury,1.4
Residentiel,2015,77478,Ussy-sur-Marne,1.3
Residentiel,2015,77479,Vaires-sur-Marne,16.1
Residentiel,2015,77480,Valence-en-Brie,0.9
Residentiel,2015,77481,Vanvillé,0.2
Residentiel,2015,77482,Varennes-sur-Seine,4.6
Residentiel,2015,77483,Varreddes,2.4
Residentiel,2015,77484,Vaucourtois,0.3
Residentiel,2015,77485,Le Vaudoué,1.2
Residentiel,2015,77486,Vaudoy-en-Brie,0.9
Residentiel,2015,77487,Vaux-le-Pénil,14
Residentiel,2015,77489,Vaux-sur-Lunain,0.1
Residentiel,2015,77490,Vendrest,0.8
Residentiel,2015,77492,Verdelot,0.9
Residentiel,2015,77493,Verneuil-l'?tang,3
Residentiel,2015,77494,Vernou-la-Celle-sur-Seine,2.7
Residentiel,2015,77495,Vert-Saint-Denis,9.1
Residentiel,2015,77496,Vieux-Champagne,0.2
Residentiel,2015,77498,Vignely,0.3
Residentiel,2015,77500,Villebéon,0.5
Residentiel,2015,77501,Villecerf,0.8
Residentiel,2015,77504,Villemaréchal,1.3
Residentiel,2015,77505,Villemareuil,0.4
Residentiel,2015,77506,Villemer,0.7
Residentiel,2015,77507,Villenauxe-la-Petite,0.5
Residentiel,2015,77508,Villeneuve-le-Comte,2.3
Residentiel,2015,77509,Villeneuve-les-Bordes,0.5
Residentiel,2015,77510,Villeneuve-Saint-Denis,1
Residentiel,2015,77511,Villeneuve-sous-Dammartin,0.7
Residentiel,2015,77512,Villeneuve-sur-Bellot,1.4
Residentiel,2015,77513,Villenoy,4.6
Residentiel,2015,77514,Villeparisis,25.4
Residentiel,2015,77515,Villeroy,0.7
Residentiel,2015,77516,Ville-Saint-Jacques,0.9
Residentiel,2015,77517,Villevaudé,2.3
Residentiel,2015,77518,Villiers-en-Bière,0.5
Residentiel,2015,77519,Villiers-Saint-Georges,1.2
Residentiel,2015,77520,Villiers-sous-Grez,1.4
Residentiel,2015,77521,Villiers-sur-Morin,2.4
Residentiel,2015,77522,Villiers-sur-Seine,0.3
Residentiel,2015,77523,Villuis,0.3
Residentiel,2015,77524,Vimpelles,0.6
Residentiel,2015,77525,Vinantes,0.3
Residentiel,2015,77526,Vincy-Man?uvre,0.2
Residentiel,2015,77527,Voinsles,0.6
Residentiel,2015,77528,Voisenon,1.4
Residentiel,2015,77529,Voulangis,2.1
Residentiel,2015,77530,Voulton,0.3
Residentiel,2015,77531,Voulx,2.2
Residentiel,2015,77532,Vulaines-lès-Provins,0.1
Residentiel,2015,77533,Vulaines-sur-Seine,3.7
Residentiel,2015,77534,Yèbles,0.9
Residentiel,2015,78003,Ablis,3.4
Residentiel,2015,78005,Achères,20.6
Residentiel,2015,78006,Adainville,1.2
Residentiel,2015,78007,Aigremont,1.8
Residentiel,2015,78009,Allainville,0.3
Residentiel,2015,78010,Les Alluets-le-Roi,2
Residentiel,2015,78013,Andelu,0.5
Residentiel,2015,78015,Andrésy,16.4
Residentiel,2015,78020,Arnouville-lès-Mantes,1.4
Residentiel,2015,78029,Aubergenville,8.8
Residentiel,2015,78030,Auffargis,3.3
Residentiel,2015,78031,Auffreville-Brasseuil,1.1
Residentiel,2015,78033,Aulnay-sur-Mauldre,1.3
Residentiel,2015,78034,Auteuil,1.1
Residentiel,2015,78036,Autouillet,0.6
Residentiel,2015,78043,Bailly,5.1
Residentiel,2015,78048,Bazainville,1.9
Residentiel,2015,78049,Bazemont,2.1
Residentiel,2015,78050,Bazoches-sur-Guyonne,1.1
Residentiel,2015,78053,Béhoust,0.8
Residentiel,2015,78057,Bennecourt,2.1
Residentiel,2015,78062,Beynes,9.4
Residentiel,2015,78068,Blaru,1.1
Residentiel,2015,78070,Boinville-en-Mantois,0.4
Residentiel,2015,78071,Boinville-le-Gaillard,0.6
Residentiel,2015,78072,Boinvilliers,0.4
Residentiel,2015,78073,Bois-d'Arcy,14.6
Residentiel,2015,78076,Boissets,0.4
Residentiel,2015,78077,La Boissière-?cole,0.9
Residentiel,2015,78082,Boissy-Mauvoisin,0.7
Residentiel,2015,78084,Boissy-sans-Avoir,0.7
Residentiel,2015,78087,Bonnelles,2.4
Residentiel,2015,78089,Bonnières-sur-Seine,5.3
Residentiel,2015,78090,Bouafle,3.1
Residentiel,2015,78092,Bougival,12.4
Residentiel,2015,78096,Bourdonné,0.8
Residentiel,2015,78104,Breuil-Bois-Robert,0.8
Residentiel,2015,78107,Bréval,2.5
Residentiel,2015,78108,Les Bréviaires,1.5
Residentiel,2015,78113,Brueil-en-Vexin,0.8
Residentiel,2015,78117,Buc,8.2
Residentiel,2015,78118,Buchelay,3.7
Residentiel,2015,78120,Bullion,2.4
Residentiel,2015,78123,Carrières-sous-Poissy,13.3
Residentiel,2015,78124,Carrières-sur-Seine,15.4
Residentiel,2015,78125,La Celle-les-Bordes,1.1
Residentiel,2015,78126,La Celle-Saint-Cloud,26.1
Residentiel,2015,78128,Cernay-la-Ville,2.3
Residentiel,2015,78133,Chambourcy,9
Residentiel,2015,78138,Chanteloup-les-Vignes,6.5
Residentiel,2015,78140,Chapet,2.1
Residentiel,2015,78143,Ch?teaufort,2.1
Residentiel,2015,78146,Chatou,37.4
Residentiel,2015,78147,Chaufour-lès-Bonnières,0.6
Residentiel,2015,78152,Chavenay,3.3
Residentiel,2015,78158,Le Chesnay-Rocquencourt,47.2
Residentiel,2015,78160,Chevreuse,7.7
Residentiel,2015,78162,Choisel,0.8
Residentiel,2015,78163,Civry-la-Forêt,0.5
Residentiel,2015,78164,Clairefontaine-en-Yvelines,1.1
Residentiel,2015,78165,Les Clayes-sous-Bois,20.5
Residentiel,2015,78168,Coignières,6.1
Residentiel,2015,78171,Condé-sur-Vesgre,1.3
Residentiel,2015,78172,Conflans-Sainte-Honorine,43.3
Residentiel,2015,78185,Courgent,0.8
Residentiel,2015,78188,Cravent,0.5
Residentiel,2015,78189,Crespières,3
Residentiel,2015,78190,Croissy-sur-Seine,14.6
Residentiel,2015,78192,Dammartin-en-Serve,1.5
Residentiel,2015,78193,Dampierre-en-Yvelines,1.9
Residentiel,2015,78194,Dannemarie,0.3
Residentiel,2015,78196,Davron,0.6
Residentiel,2015,78202,Drocourt,0.6
Residentiel,2015,78206,Ecquevilly,5.1
Residentiel,2015,78208,?lancourt,25.9
Residentiel,2015,78209,?mancé,0.9
Residentiel,2015,78217,?p?ne,7.8
Residentiel,2015,78220,Les Essarts-le-Roi,8.7
Residentiel,2015,78224,L'?tang-la-Ville,7.9
Residentiel,2015,78227,?vecquemont,1.1
Residentiel,2015,78230,La Falaise,0.7
Residentiel,2015,78231,Favrieux,0.2
Residentiel,2015,78233,Feucherolles,5.2
Residentiel,2015,78234,Flacourt,0.2
Residentiel,2015,78236,Flexanville,0.7
Residentiel,2015,78237,Flins-Neuve-?glise,0.2
Residentiel,2015,78238,Flins-sur-Seine,3.1
Residentiel,2015,78239,Follainville-Dennemont,2.4
Residentiel,2015,78242,Fontenay-le-Fleury,12.1
Residentiel,2015,78245,Fontenay-Mauvoisin,0.5
Residentiel,2015,78246,Fontenay-Saint-Père,1.6
Residentiel,2015,78255,Freneuse,4.9
Residentiel,2015,78261,Gaillon-sur-Montcient,1
Residentiel,2015,78262,Galluis,1.6
Residentiel,2015,78263,Gambais,2.9
Residentiel,2015,78264,Gambaiseuil,0.1
Residentiel,2015,78265,Garancières,3.1
Residentiel,2015,78267,Gargenville,7.8
Residentiel,2015,78269,Gazeran,1.7
Residentiel,2015,78276,Gommecourt,0.9
Residentiel,2015,78278,Goupillières,0.7
Residentiel,2015,78281,Goussonville,0.7
Residentiel,2015,78283,Grandchamp,0.4
Residentiel,2015,78285,Gressey,0.8
Residentiel,2015,78289,Grosrouvre,1.6
Residentiel,2015,78290,Guernes,1.2
Residentiel,2015,78291,Guerville,2.5
Residentiel,2015,78296,Guitrancourt,0.9
Residentiel,2015,78297,Guyancourt,24.2
Residentiel,2015,78299,Hardricourt,3.4
Residentiel,2015,78300,Hargeville,0.4
Residentiel,2015,78302,La Hauteville,0.4
Residentiel,2015,78305,Herbeville,0.4
Residentiel,2015,78307,Hermeray,1.3
Residentiel,2015,78310,Houdan,5.3
Residentiel,2015,78311,Houilles,38.5
Residentiel,2015,78314,Issou,3.7
Residentiel,2015,78317,Jambville,0.9
Residentiel,2015,78320,Notre-Dame-de-la-Mer,0.7
Residentiel,2015,78321,Jouars-Pontchartrain,7.1
Residentiel,2015,78322,Jouy-en-Josas,10.5
Residentiel,2015,78324,Jouy-Mauvoisin,0.6
Residentiel,2015,78325,Jumeauville,0.7
Residentiel,2015,78327,Juziers,4.7
Residentiel,2015,78329,Lainville-en-Vexin,1
Residentiel,2015,78334,Lévis-Saint-Nom,2.2
Residentiel,2015,78335,Limay,16.4
Residentiel,2015,78337,Limetz-Villez,2.3
Residentiel,2015,78343,Les Loges-en-Josas,2.8
Residentiel,2015,78344,Lommoye,0.8
Residentiel,2015,78346,Longnes,2.1
Residentiel,2015,78349,Longvilliers,0.9
Residentiel,2015,78350,Louveciennes,11.7
Residentiel,2015,78354,Magnanville,5.9
Residentiel,2015,78356,Magny-les-Hameaux,11.4
Residentiel,2015,78358,Maisons-Laffitte,35.9
Residentiel,2015,78361,Mantes-la-Jolie,36.4
Residentiel,2015,78362,Mantes-la-Ville,20.7
Residentiel,2015,78364,Marcq,1.1
Residentiel,2015,78366,Mareil-le-Guyon,0.6
Residentiel,2015,78367,Mareil-Marly,6.1
Residentiel,2015,78368,Mareil-sur-Mauldre,2.7
Residentiel,2015,78372,Marly-le-Roi,19.4
Residentiel,2015,78380,Maule,8.2
Residentiel,2015,78381,Maulette,1.2
Residentiel,2015,78382,Maurecourt,4.8
Residentiel,2015,78383,Maurepas,23.6
Residentiel,2015,78384,Médan,2.3
Residentiel,2015,78385,Ménerville,0.2
Residentiel,2015,78389,Méré,3
Residentiel,2015,78391,Méricourt,0.5
Residentiel,2015,78396,Le Mesnil-le-Roi,8.8
Residentiel,2015,78397,Le Mesnil-Saint-Denis,9.6
Residentiel,2015,78398,Les Mesnuls,1.5
Residentiel,2015,78401,Meulan-en-Yvelines,9.5
Residentiel,2015,78402,Mézières-sur-Seine,4.2
Residentiel,2015,78403,Mézy-sur-Seine,2.8
Residentiel,2015,78404,Millemont,0.3
Residentiel,2015,78406,Milon-la-Chapelle,0.5
Residentiel,2015,78407,Mittainville,0.7
Residentiel,2015,78410,Moisson,1.3
Residentiel,2015,78413,Mondreville,0.4
Residentiel,2015,78415,Montainville,0.8
Residentiel,2015,78416,Montalet-le-Bois,0.3
Residentiel,2015,78417,Montchauvet,0.8
Residentiel,2015,78418,Montesson,18.3
Residentiel,2015,78420,Montfort-l'Amaury,5.1
Residentiel,2015,78423,Montigny-le-Bretonneux,28.6
Residentiel,2015,78431,Morainvilliers,3.5
Residentiel,2015,78437,Mousseaux-sur-Seine,0.8
Residentiel,2015,78439,Mulcent,0.1
Residentiel,2015,78440,Les Mureaux,27.5
Residentiel,2015,78442,Neauphle-le-Ch?teau,4.7
Residentiel,2015,78443,Neauphle-le-Vieux,1.2
Residentiel,2015,78444,Neauphlette,0.9
Residentiel,2015,78451,Nézel,1.2
Residentiel,2015,78455,Noisy-le-Roi,10.5
Residentiel,2015,78460,Oinville-sur-Montcient,1.4
Residentiel,2015,78464,Orcemont,0.9
Residentiel,2015,78465,Orgerus,3.6
Residentiel,2015,78466,Orgeval,10
Residentiel,2015,78470,Orphin,1
Residentiel,2015,78472,Orsonville,0.3
Residentiel,2015,78474,Orvilliers,0.8
Residentiel,2015,78475,Osmoy,0.4
Residentiel,2015,78478,Paray-Douaville,0.2
Residentiel,2015,78481,Le Pecq,23
Residentiel,2015,78484,Perdreauville,0.8
Residentiel,2015,78486,Le Perray-en-Yvelines,8.1
Residentiel,2015,78490,Plaisir,29.5
Residentiel,2015,78497,Poigny-la-Forêt,1.4
Residentiel,2015,78498,Poissy,37.1
Residentiel,2015,78499,Ponthévrard,0.6
Residentiel,2015,78501,Porcheville,3
Residentiel,2015,78502,Le Port-Marly,5.6
Residentiel,2015,78505,Prunay-le-Temple,0.4
Residentiel,2015,78506,Prunay-en-Yvelines,1.1
Residentiel,2015,78513,La Queue-les-Yvelines,3.2
Residentiel,2015,78516,Raizeux,1.3
Residentiel,2015,78517,Rambouillet,32
Residentiel,2015,78518,Rennemoulin,0.3
Residentiel,2015,78520,Richebourg,2
Residentiel,2015,78522,Rochefort-en-Yvelines,1.5
Residentiel,2015,78528,Rolleboise,0.7
Residentiel,2015,78530,Rosay,0.7
Residentiel,2015,78531,Rosny-sur-Seine,7.2
Residentiel,2015,78536,Sailly,0.4
Residentiel,2015,78537,Saint-Arnoult-en-Yvelines,7.8
Residentiel,2015,78545,Saint-Cyr-l'?cole,19
Residentiel,2015,78548,Saint-Forget,0.8
Residentiel,2015,78550,Saint-Germain-de-la-Grange,2.5
Residentiel,2015,78551,Saint-Germain-en-Laye,62.3
Residentiel,2015,78557,Saint-Hilarion,1.1
Residentiel,2015,78558,Saint-Illiers-la-Ville,0.4
Residentiel,2015,78559,Saint-Illiers-le-Bois,0.5
Residentiel,2015,78561,Saint-Lambert,1
Residentiel,2015,78562,Saint-Léger-en-Yvelines,1.8
Residentiel,2015,78564,Saint-Martin-de-Bréthencourt,0.9
Residentiel,2015,78565,Saint-Martin-des-Champs,0.5
Residentiel,2015,78567,Saint-Martin-la-Garenne,1.4
Residentiel,2015,78569,Sainte-Mesme,1.2
Residentiel,2015,78571,Saint-Nom-la-Bretèche,9.7
Residentiel,2015,78575,Saint-Rémy-lès-Chevreuse,12
Residentiel,2015,78576,Saint-Rémy-l'Honoré,1.8
Residentiel,2015,78586,Sartrouville,57.9
Residentiel,2015,78588,Saulx-Marchais,0.8
Residentiel,2015,78590,Senlisse,1.2
Residentiel,2015,78591,Septeuil,3.1
Residentiel,2015,78597,Soindres,0.7
Residentiel,2015,78601,Sonchamp,2
Residentiel,2015,78605,Tacoignières,1
Residentiel,2015,78606,Le Tartre-Gaudran,0.1
Residentiel,2015,78608,Le Tertre-Saint-Denis,0.1
Residentiel,2015,78609,Tessancourt-sur-Aubette,1.2
Residentiel,2015,78615,Thiverval-Grignon,6.4
Residentiel,2015,78616,Thoiry,1.9
Residentiel,2015,78618,Tilly,0.7
Residentiel,2015,78620,Toussus-le-Noble,1.3
Residentiel,2015,78621,Trappes,30.4
Residentiel,2015,78623,Le Tremblay-sur-Mauldre,1.8
Residentiel,2015,78624,Triel-sur-Seine,14.4
Residentiel,2015,78638,Vaux-sur-Seine,5.7
Residentiel,2015,78640,Vélizy-Villacoublay,23.2
Residentiel,2015,78642,Verneuil-sur-Seine,15.3
Residentiel,2015,78643,Vernouillet,10.9
Residentiel,2015,78644,La Verrière,5.9
Residentiel,2015,78646,Versailles,115.8
Residentiel,2015,78647,Vert,1.4
Residentiel,2015,78650,Le Vésinet,31.1
Residentiel,2015,78653,Vicq,0.5
Residentiel,2015,78655,Vieille-?glise-en-Yvelines,1.1
Residentiel,2015,78668,La Villeneuve-en-Chevrie,0.7
Residentiel,2015,78672,Villennes-sur-Seine,9.2
Residentiel,2015,78674,Villepreux,10.3
Residentiel,2015,78677,Villette,1
Residentiel,2015,78681,Villiers-le-Mahieu,0.7
Residentiel,2015,78683,Villiers-Saint-Frédéric,3.4
Residentiel,2015,78686,Viroflay,22.3
Residentiel,2015,78688,Voisins-le-Bretonneux,11.6
Residentiel,2015,91001,Abbéville-la-Rivière,0.4
Residentiel,2015,91016,Angerville,4.5
Residentiel,2015,91017,Angervilliers,1.5
Residentiel,2015,91021,Arpajon,11.7
Residentiel,2015,91022,Arrancourt,0.2
Residentiel,2015,91027,Athis-Mons,38.4
Residentiel,2015,91035,Authon-la-Plaine,0.4
Residentiel,2015,91037,Auvernaux,0.4
Residentiel,2015,91038,Auvers-Saint-Georges,1.7
Residentiel,2015,91041,Avrainville,1.5
Residentiel,2015,91044,Ballainvilliers,4.9
Residentiel,2015,91045,Ballancourt-sur-Essonne,9.3
Residentiel,2015,91047,Baulne,1.5
Residentiel,2015,91064,Bièvres,7.1
Residentiel,2015,91067,Blandy,0.2
Residentiel,2015,91069,Boigneville,0.7
Residentiel,2015,91075,Bois-Herpin,0.1
Residentiel,2015,91079,Boissy-la-Rivière,1
Residentiel,2015,91080,Boissy-le-Cutté,1.4
Residentiel,2015,91081,Boissy-le-Sec,0.8
Residentiel,2015,91085,Boissy-sous-Saint-Yon,4.1
Residentiel,2015,91086,Bondoufle,10.4
Residentiel,2015,91093,Boullay-les-Troux,0.9
Residentiel,2015,91095,Bouray-sur-Juine,2.7
Residentiel,2015,91097,Boussy-Saint-Antoine,7.7
Residentiel,2015,91098,Boutervilliers,0.5
Residentiel,2015,91099,Boutigny-sur-Essonne,4
Residentiel,2015,91100,Bouville,0.7
Residentiel,2015,91103,Brétigny-sur-Orge,29.7
Residentiel,2015,91105,Breuillet,9.6
Residentiel,2015,91106,Breux-Jouy,1.6
Residentiel,2015,91109,Brières-les-Scellés,1.2
Residentiel,2015,91111,Briis-sous-Forges,3.6
Residentiel,2015,91112,Brouy,0.2
Residentiel,2015,91114,Brunoy,32.1
Residentiel,2015,91115,Bruyères-le-Ch?tel,3.9
Residentiel,2015,91121,Buno-Bonnevaux,0.6
Residentiel,2015,91122,Bures-sur-Yvette,13.3
Residentiel,2015,91129,Cerny,4.3
Residentiel,2015,91130,Chalo-Saint-Mars,1.6
Residentiel,2015,91131,Chalou-Moulineux,0.5
Residentiel,2015,91132,Chamarande,1.5
Residentiel,2015,91135,Champcueil,3
Residentiel,2015,91136,Champlan,3.7
Residentiel,2015,91137,Champmotteux,0.3
Residentiel,2015,91145,Chatignonville,0.1
Residentiel,2015,91148,Chauffour-lès-?tréchy,0.2
Residentiel,2015,91156,Cheptainville,2.3
Residentiel,2015,91159,Chevannes,1.7
Residentiel,2015,91161,Chilly-Mazarin,18.9
Residentiel,2015,91174,Corbeil-Essonnes,46.3
Residentiel,2015,91175,Corbreuse,1.8
Residentiel,2015,91179,Le Coudray-Montceaux,5.3
Residentiel,2015,91180,Courances,0.8
Residentiel,2015,91184,Courdimanche-sur-Essonne,0.4
Residentiel,2015,91186,Courson-Monteloup,0.7
Residentiel,2015,91191,Crosne,10.1
Residentiel,2015,91195,Dannemois,1.4
Residentiel,2015,91198,D'Huison-Longueville,1.9
Residentiel,2015,91200,Dourdan,13.5
Residentiel,2015,91201,Draveil,31.4
Residentiel,2015,91204,?charcon,0.9
Residentiel,2015,91207,?gly,6.4
Residentiel,2015,91215,?pinay-sous-Sénart,11.8
Residentiel,2015,91216,?pinay-sur-Orge,13.4
Residentiel,2015,91223,?tampes,26.1
Residentiel,2015,91225,?tiolles,5.1
Residentiel,2015,91226,?tréchy,9.2
Residentiel,2015,91228,Evry-Courcouronnes,62.3
Residentiel,2015,91232,La Ferté-Alais,5.1
Residentiel,2015,91235,Fleury-Mérogis,6
Residentiel,2015,91240,Fontaine-la-Rivière,0.3
Residentiel,2015,91243,Fontenay-lès-Briis,2.5
Residentiel,2015,91244,Fontenay-le-Vicomte,1.4
Residentiel,2015,91247,La Forêt-le-Roi,0.4
Residentiel,2015,91248,La Forêt-Sainte-Croix,0.2
Residentiel,2015,91249,Forges-les-Bains,4.3
Residentiel,2015,91272,Gif-sur-Yvette,22.4
Residentiel,2015,91273,Gironville-sur-Essonne,0.9
Residentiel,2015,91274,Gometz-la-Ville,2
Residentiel,2015,91275,Gometz-le-Ch?tel,3.4
